CustAcct,CustomerName,ItemCode,ItemType,ItemDescription,ItemExtendedDescription,ItemCategory,CategoryDescription,ItemSubCat,SubCatDescription,SalesClass,CPTaxFlag,CPComFlag,PriceUnit,ListPrice,CurrentPrice,PriceOpt,PriceSource,CurPriceMargin,CurRebateFlag,CurRebateCost,LastPricePaid,LastPriceMargin,LastQtyOrdered,StockUnit,VMIParStock,FirstSaleDate,LastSaleDate,NextSaleDate,CPPrintOnOrderForm,CPPriceOptDesc,CPPriceCtrl,CPPriceOpt,CPPriceBrkt,CPPricePct,CPSpecialPrice,SpecialPriceChgFlag,SpecialPriceMargin,CPNotesDate,CPNotes1,CPNotes2,CPNotes3,CPNotesAddToOrder,MSDSReqdFlag,MSDSCode,MSDSDescription,MSDSDueFlag,MSDSSentFlag,MSDSSentDate,CorpMaxOrderQty,CorpCurrentBudgetQty,CorpLastBudgetQty,SalesmanName,SupplierAcct,SmanCode,SupplierName,CustomerPartNum,SupplierPartNum,JMCatItemFlag,PricingClassDesc,PricingClassCode,CustID,ItemID,ItemSubCatID,SmanID,VendorID,,
443070,FORTUNE ROPE & METAL,AT-RG300-34-CS,I,18MM X55MM FILAMENT TAPE 24/CS,,0,,310-B,TAPE FILAMENT,,Y,Y,RL,165.33,2.01,S,S    CProd,-3601.4925,N,0,2.01,35.8209,48,CS,0,1/20/2006,7/12/2013,11/26/2013,Y,Use Special Price,S,S,,0,2.01,+,35.8974,,,,,N,N,,(No MSDS Sheet Required),N,N,,0,0,0,Randy Frontz,INTTAP,10,INTERTAPE POLYMER CORP.,,RG300.40,Y,(UnAssigned),,10436,104666,750,11,10125,,
443070,FORTUNE ROPE & METAL,WP-18-80-CS,I,STRETCH FILM 20.3 MIC X 1500',4/CS,0,,350-D,STRETCH FILM HAND,,Y,Y,CS,101.62,83.23,S,S    CProd,42.761,N,0,69.96,42.1955,2,CS,0,9/17/2007,5/24/2013,11/28/2013,Y,Use Special Price,S,S,,0,83.23,+,42.7101,,,,,N,N,,(No MSDS Sheet Required),N,N,,0,0,0,Randy Frontz,WESPLA,10,WESTERN PLASTICS,,PSF03,Y,(UnAssigned),,10436,105434,738,11,10229,,
443600,FLORIDA STATE COLLEGE,ID-L00028--CS,I,VB PINK LOTION SOAP 4/1GL,,0,,130-A,CHEMICAL LOTION SOAP,,N,Y,CS,68.49,16.81,S,S    CProd,-83.3432,N,0,16.81,9.9941,10,CS,0,6/10/2008,2/25/2014,10/12/2014,Y,Use Special Price,S,S,,0,16.81,+,9.9941,,,,,N,N,,(No MSDS Sheet Required),N,N,,0,0,0,Randy Frontz,DADEP100,10,DADE PAPER,,L00028,Y,(UnAssigned),,10437,107351,618,11,10306,,
443600,FLORIDA STATE COLLEGE,HD-APP15502-EA,I,"BRUTE DOLLY (2620,2632,2643)",BLACK,0,,110-H,WASTE CONTAINERS,,N,Y,EA,88.58,25.31,S,S    CProd,-57.4872,N,0,25.31,6.4797,6,EA,0,9/17/2014,6/25/2015,,Y,Use Special Price,S,S,,0,25.31,+,8.2202,9/3/2014,,,,N,N,,(No MSDS Sheet Required),N,N,,0,0,0,Randy Frontz,AMSAN100,10,THE HOME DEPOT PRO INSTITUTIONAL,,APP15502,Y,(UnAssigned),,10437,110515,700,11,10432,,
443600,FLORIDA STATE COLLEGE,ID-CLO-30966-CS,I,CLOROX BLEACH CONC 3/121OZ,,0,,130-M,CHEMICAL BLEACH,,N,Y,CS,41.89,14.94,S,S    CProd,-26.1714,N,0,,,,CS,0,,,,Y,Use Special Price,S,S,,0,14.94,+,7.971,11/13/2013,,,,N,N,,(No MSDS Sheet Required),N,N,,0,0,0,Randy Frontz,DADEP100,10,DADE PAPER,,G00089,Y,(UnAssigned),,10437,110790,635,11,10306,,
443620,H & M WAREHOUSING,HD-REN03931-EA,I,"24"" BLACK TAMPICO FIBRE BROOM",,99,NON STOCK & SPECIAL ORDERS,99-ZY,UFS OBSOLETED ITEMS,,Y,Y,EA,20.4,14.59,S,S    CProd,100,N,0,14.59,48.1837,6,EA,0,7/22/2011,3/11/2022,4/26/2024,Y,Use Special Price,S,S,,0,14.59,+,30.1091,,,,,N,N,,(No MSDS Sheet Required),N,N,,0,0,0,Randy Frontz,AMSAN100,10,THE HOME DEPOT PRO INSTITUTIONAL,,REN03931,N,(UnAssigned),,10438,104733,521,11,10432,,
443620,H & M WAREHOUSING,ID-CM02032S-EA,I,#32 4-PLY COTTON MOPHEAD,,0,,110-A,MOPS,,Y,Y,EA,6.12,4.66,S,S    CProd,21.2446,N,0,4.66,39.6288,12,EA,0,11/16/2009,10/21/2019,8/19/2030,Y,Use Special Price,S,S,,0,4.66,+,29.9169,,,,,N,N,,(No MSDS Sheet Required),N,N,,0,0,0,Randy Frontz,DADEP100,10,DADE PAPER,,D07670,Y,(UnAssigned),,10438,104773,692,11,10306,,
443620,H & M WAREHOUSING,HD-REN03986-CS,I,METAL TIP THREADED HANDLE,"15/16"" X 60""",0,,110-C,MOP HANDLES,,Y,Y,EA,4.99,5.13,p30,p30  Cust,30.0195,N,0,4.02,27.6119,6,EA,0,1/26/2021,3/11/2022,,Y,(Use Cust Default),,,,,0,+,0,,,,,N,N,,(No MSDS Sheet Required),N,N,,0,0,0,Randy Frontz,AMSAN100,10,THE HOME DEPOT PRO INSTITUTIONAL,,REN03986-IB,Y,(UnAssigned),,10438,104781,695,11,10432,,
443620,H & M WAREHOUSING,ID-1203NB-EA,I,QUICK-WAY JANITOR MOP HANDLE,,0,,110-C,MOP HANDLES,,Y,Y,EA,15.96,7.86,S,S    CProd,8.6514,N,0,7.36,30.0272,4,EA,0,6/29/2010,7/22/2011,,Y,Use Special Price,S,S,,0,7.86,+,30.03,,,,,N,N,,(No MSDS Sheet Required),N,N,,0,0,0,Randy Frontz,DADEP100,10,DADE PAPER,,1203NB,Y,(UnAssigned),,10438,104784,695,11,10306,,
443620,H & M WAREHOUSING,ID-8J8-CS,I,8oz WHITE FOAM CUP,DART 1000/CS,0,,220-A,CUPS FOAM,,Y,Y,CS,38.81,38.81,p30,p30  Cust,29.9923,N,0,21.79,30.0138,1,CS,0,12/16/2011,8/29/2014,7/24/2015,Y,(Use Cust Default),,,,,0,+,0,,,,,N,N,,(No MSDS Sheet Required),N,N,,0,0,0,Randy Frontz,DADEP100,10,DADE PAPER,,80097,Y,(UnAssigned),,10438,105056,653,11,10306,,
443620,H & M WAREHOUSING,WP-18-80-CS,I,STRETCH FILM 20.3 MIC X 1500',4/CS,0,,350-D,STRETCH FILM HAND,,Y,Y,CS,101.62,87.63,S,S    CProd,45.6351,N,0,64.77,45.5921,1,CS,0,7/20/2007,7/22/2010,8/7/2010,Y,Use Special Price,S,S,,0,87.63,+,45.5921,,,,,N,N,,(No MSDS Sheet Required),N,N,,0,0,0,Randy Frontz,WESPLA,10,WESTERN PLASTICS,,PSF03,Y,(UnAssigned),,10438,105434,738,11,10229,,
443620,H & M WAREHOUSING,KRY-U04-BX,I,4oz DEODORANT URINAL BLOCK,12/CS,0,,130-I,BOWL BLOCKS & URINAL SCREENS,,Y,Y,BX,14.38,9.24,p30,p30  Cust,29.9784,N,0,13.04,54.9847,1,BX,0,11/22/2010,11/22/2010,,Y,(Use Cust Default),,,,,0,+,0,,,,,N,N,,(No MSDS Sheet Required),N,N,,0,0,0,Randy Frontz,LAGASS,10,ESSENDANT RECEIVABLES INC.,,KRY-U04,Y,(UnAssigned),,10438,105529,627,11,10137,,
443620,H & M WAREHOUSING,LP-ML912NC-BX,I,9X12 2MIL ZIPPER BAG,1000/CS,0,,300-G,BAGS ZIPPER,,Y,Y,BX,80.57,68.13,S,S    CProd,37.1055,N,0,68.13,29.0474,1,BX,0,4/23/2010,7/24/2015,4/23/2017,Y,Use Special Price,S,S,,0,68.13,+,29.0473,,,,,N,N,,(No MSDS Sheet Required),N,N,,0,0,0,Randy Frontz,LADPRO,10,BERRY,,3645A,N,(UnAssigned),,10438,105587,728,11,10136,,
443620,H & M WAREHOUSING,LPS-PQ12BL-BX,I,4.5X5.5 PACKING SLIP 1/4 FACE,,0,,300-I,PACKING LIST ENVELOPES,,Y,Y,BX,30.71,24.25,S,S    CProd,45.8557,N,0,24.25,32.3299,2,BX,0,3/3/2010,10/1/2012,8/11/2013,Y,Use Special Price,S,S,,0,24.25,+,30.0141,,,,,N,N,,(No MSDS Sheet Required),N,N,,0,0,0,Randy Frontz,LPSIND,10,LPS INDUSTRIES,,PQ12BL,Y,(UnAssigned),,10438,105592,747,11,10142,,
443620,H & M WAREHOUSING,HDREN04017-50-EA,I,OILDRI 50# BAG,,0,,130-V,CHEMICAL SWEEPING COMPOUND,,Y,Y,BG,11.01,11.81,P30,P30  CProd,29.9746,N,0,9.5,30,3,EA,0,8/25/2009,8/21/2023,12/27/2024,Y,,P30,P,,30,9.27,+,30.0792,,,,,N,N,,(No MSDS Sheet Required),N,N,,0,0,0,Randy Frontz,BRADY100,10,BRADY PLUS,,91726001,Y,(UnAssigned),,10438,105821,644,11,10695,,
443620,H & M WAREHOUSING,SB-BLEACH-CS,I,HOUSEHOLD BLEACH 6% 6/1GL,128oz,0,,130-M,CHEMICAL BLEACH,,Y,Y,CS,38.8,25.61,S,S    CProd,24.2483,N,0,25.61,29.9883,4,CS,0,11/16/2009,8/21/2023,5/10/2025,Y,Use Special Price,S,S,,0,25.61,+,30,,,,,N,N,,(No MSDS Sheet Required),N,N,,0,0,0,Randy Frontz,DADEP100,10,DADE PAPER,,G00077,Y,(UnAssigned),,10438,106038,635,11,10306,,
443620,H & M WAREHOUSING,BOX-T9372200-CS,I,"2""X60YD MASKING TAPE 24/CS",,0,,310-A,TAPE MASKING,,Y,Y,CS,160.38,62.44,S,S    CProd,-15.583,N,0,44,25.8182,1,CS,0,11/16/2009,11/16/2009,,Y,Use Special Price,S,S,,0,62.44,+,25.8182,,,,,N,N,,(No MSDS Sheet Required),N,N,,0,0,0,Randy Frontz,BOXPAC,10,"BOX ACQUISITIONS, LLC",,T9372200,Y,(UnAssigned),,10438,107835,749,11,10067,,
443620,H & M WAREHOUSING,GPT221060-CS,I,8-1/2 x 11 COPY PAPER #20,92 bright,0,,200-L,PRINTER PAPER,,N,Y,CS,0,40.86,S,S    CProd,-27.1415,N,0,40.86,27.5575,4,CS,0,9/8/2016,1/26/2021,5/9/2021,Y,Use Special Price,S,S,,0,40.86,+,31.9139,,,,,N,N,,(No MSDS Sheet Required),N,N,,0,0,0,Randy Frontz,AMSAN100,10,THE HOME DEPOT PRO INSTITUTIONAL,,GPT221060,Y,(UnAssigned),,10438,109422,672,11,10432,,
443620,H & M WAREHOUSING,CF-2433-06N-CS,I,24X33 6 MIC NATURAL,1000/CS (12-16 GALLON),0,,120-B,CANLINER HIGH DENSITY,,Y,Y,CS,57.96,34.77,P25,P25  CProd,24.9928,N,0,30.97,24.9919,3,CS,0,9/1/2015,4/10/2024,6/5/2026,Y,,P25,P,,25,0,+,0,,,,,N,N,,(No MSDS Sheet Required),N,N,,0,0,0,Randy Frontz,AMSAN100,10,THE HOME DEPOT PRO INSTITUTIONAL,,TYCVLH2433-06N,Y,(UnAssigned),,10438,109800,673,11,10432,,
443620,H & M WAREHOUSING,CF-3860-17N,I,38x60 17 MIC NATURAL CANLINER,200/CS,0,,120-B,CANLINER HIGH DENSITY,,Y,Y,CS,68.84,44.26,p30,p30  Cust,30.0045,N,0,38.19,30.0079,4,CS,0,9/1/2015,8/21/2023,11/28/2024,Y,(Use Cust Default),,,,0,0,+,0,,,,,N,N,,(No MSDS Sheet Required),N,N,,0,0,0,Randy Frontz,COAST120,10,COASTAL FILMS OF FLORIDA,,CF-3860-17N,Y,(UnAssigned),,10438,110329,673,11,10649,,
443620,H & M WAREHOUSING,HD-REN02615-CS,I,36x5 DUST MOP FRAME,,0,,110-D,DUST MOPS,,Y,Y,Each,6.98,4.49,p30,p30  Cust,30.0668,N,0,6.98,55.0143,2,Each,0,12/6/2018,12/6/2018,,Y,(Use Cust Default),,,,,0,+,0,,,,,N,N,,(No MSDS Sheet Required),N,N,,0,0,0,Randy Frontz,AMSAN100,10,THE HOME DEPOT PRO INSTITUTIONAL,,REN02615,Y,(UnAssigned),,10438,110853,696,11,10432,,
443620,H & M WAREHOUSING,HD-REN04008-EA,I,SWEEPING COMPOUND OIL BASED,50# RED,0,,130-V,CHEMICAL SWEEPING COMPOUND,,Y,Y,Each,97.78,34.76,p30,p30  Cust,30.0058,N,0,91.86,30.0022,3,Each,0,2/15/2022,12/27/2022,5/11/2023,Y,(Use Cust Default),,,,0,0,+,0,,,,,N,N,,(No MSDS Sheet Required),N,N,,0,0,0,Randy Frontz,AMSAN100,10,THE HOME DEPOT PRO INSTITUTIONAL,,REN04008,Y,(UnAssigned),,10438,111128,644,11,10432,,
443620,H & M WAREHOUSING,HD-REN03997-EA,I,"CORN BROOMS 55""",THREE SEW,0,,110-B,BROOMS,,Y,Y,Each,12.64,8.13,p30,p30  Cust,30.0123,N,0,6.79,30.0442,5,Each,0,10/26/2016,12/27/2022,11/23/2023,Y,(Use Cust Default),,,,0,0,+,0,,,,,N,N,,(No MSDS Sheet Required),N,N,,0,0,0,Randy Frontz,AMSAN100,10,THE HOME DEPOT PRO INSTITUTIONAL,,REN03997,Y,(UnAssigned),,10438,111386,693,11,10432,,
443800,HEAVEN SENT DESIGNS,12X12X4-EA,I,CORRUGATED BOX,,99,NON STOCK & SPECIAL ORDERS,99-ZY,UFS OBSOLETED ITEMS,X,Y,Y,EA,0.75,0.73,S,S    CProd,38.6301,N,0,0.59,45.7627,25,EA,0,3/22/2006,10/24/2007,,Y,Use Special Price,S,S,,0,0.73,+,38.9831,,,,,N,N,,(No MSDS Sheet Required),N,N,,0,0,0,Randy Frontz,EXPPAC,10,EXPRESS PACKAGING INC.,,12X12X4,Y,(UnAssigned),,10439,104337,521,11,10098,,
443800,HEAVEN SENT DESIGNS,BOX-242424-EA,I,CORRUGATED BOX 24X24X24,,0,,340-A,BOXES CORRUGATED CARTON,,Y,Y,EA,7.49,3.63,S,S    CProd,-3.2039,N,0,2.85,35.0877,30,EA,0,8/15/2006,8/15/2006,,Y,Use Special Price,S,S,,0,3.63,+,11.9298,,,,,N,N,,(No MSDS Sheet Required),N,N,,0,0,0,Randy Frontz,BOXPAC,10,"BOX ACQUISITIONS, LLC",,242424,Y,(UnAssigned),,10439,104376,722,11,10067,,
443800,HEAVEN SENT DESIGNS,BOX-8X6X4-EA,I,CORRUGATED BOX,,99,NON STOCK & SPECIAL ORDERS,99-ZY,UFS OBSOLETED ITEMS,X,Y,Y,EA,0.75,0.3,S,S    CProd,-12.5667,N,0,0.25,32,50,EA,0,3/22/2006,3/22/2006,,Y,Use Special Price,S,S,,0,0.3,+,24,,,,,N,N,,(No MSDS Sheet Required),N,N,,0,0,0,Randy Frontz,BOXPAC,10,"BOX ACQUISITIONS, LLC",,864,Y,(UnAssigned),,10439,104422,521,11,10067,,
443800,HEAVEN SENT DESIGNS,ST-518921-EA,I,20cu FT LOOSE FILL,,0,,330-B,FOAM PEANUTS,,Y,Y,BG,29.11,17.2,S,S    CProd,-18.4884,N,0,16.65,29.97,1,BG,0,3/22/2006,3/22/2006,,Y,Use Special Price,S,S,,0,17.2,+,27.9279,,,,,N,N,,(No MSDS Sheet Required),N,N,,0,0,0,Randy Frontz,STOROP,10,"STOROPACK, INC.",,518921,Y,(UnAssigned),,10439,106323,756,11,10199,,
444600,GATEWAY CHEMICAL,ID-CM02024S-EA,I,#24 4-PLY COTTON MOPHEAD,,0,,110-A,MOPS,,N,Y,EA,4.31,4.31,i,i    Cust,35.0348,N,0,3.43,35.1312,2,EA,0,1/27/2014,1/27/2014,,Y,(Use Cust Default),,,,,0,+,0,,,,,N,N,,(No MSDS Sheet Required),N,N,,0,0,0,Randy Frontz,DADEP100,10,DADE PAPER,,D07660,Y,(UnAssigned),,10440,104772,692,11,10306,,
444600,GATEWAY CHEMICAL,ID-1203NB-EA,I,QUICK-WAY JANITOR MOP HANDLE,,0,,110-C,MOP HANDLES,,N,Y,EA,15.96,6,S,S    CProd,-19.6667,N,0,6,8.3333,2,EA,0,1/27/2014,1/27/2014,,Y,Use Special Price,S,S,,0,6,+,8.3333,,,,,N,N,,(No MSDS Sheet Required),N,N,,0,0,0,Randy Frontz,DADEP100,10,DADE PAPER,,1203NB,Y,(UnAssigned),,10440,104784,695,11,10306,,
444600,GATEWAY CHEMICAL,CF-3340-16N-CS,I,33X40 16MIC NATURAL,250/CS (15-20 GALLON),0,,120-B,CANLINER HIGH DENSITY,,N,Y,CS,30.32,24.96,S,S    CProd,27.1234,N,0,22.64,25.53,1,CS,0,9/27/2007,12/9/2010,5/25/2011,Y,Use Special Price,S,S,,0,24.96,+,25.53,,,,,N,N,,(No MSDS Sheet Required),N,N,,0,0,0,Randy Frontz,COAST120,10,COASTAL FILMS OF FLORIDA,,3340-16N,Y,(UnAssigned),,10440,105228,673,11,10649,,
444600,GATEWAY CHEMICAL,WP-18-115-CS,I,STRETCH FILM 30.5MIC X 1000',4/CS,0,,350-D,STRETCH FILM HAND,,N,Y,CS,76.78,76.78,i,i    Cust,41.1305,N,0,76.78,35.1915,2,CS,0,6/19/2014,8/26/2015,6/9/2016,Y,(Use Cust Default),,,,,0,+,0,,,,,N,N,,(No MSDS Sheet Required),N,N,,0,0,0,Randy Frontz,WESPLA,10,WESTERN PLASTICS,,ECO21,Y,(UnAssigned),,10440,105433,738,11,10229,,
444600,GATEWAY CHEMICAL,WP-18-80-CS,I,STRETCH FILM 20.3 MIC X 1500',4/CS,0,,350-D,STRETCH FILM HAND,,N,Y,CS,101.62,101.62,i,i    Cust,53.1195,N,0,80.88,50,1,CS,0,5/16/2013,12/10/2013,,Y,(Use Cust Default),,,,,0,+,0,,,,,N,N,,(No MSDS Sheet Required),N,N,,0,0,0,Randy Frontz,WESPLA,10,WESTERN PLASTICS,,PSF03,Y,(UnAssigned),,10440,105434,738,11,10229,,
444600,GATEWAY CHEMICAL,HDREN04017-50-EA,I,OILDRI 50# BAG,,0,,130-V,CHEMICAL SWEEPING COMPOUND,,N,Y,BG,11.01,7.74,S,S    CProd,-6.8475,N,0,7.02,16.2393,10,EA,0,2/24/2006,3/2/2012,5/19/2012,Y,Use Special Price,S,S,,0,7.74,+,16.2717,,,,,N,N,,(No MSDS Sheet Required),N,N,,0,0,0,Randy Frontz,BRADY100,10,BRADY PLUS,,91726001,Y,(UnAssigned),,10440,105821,644,11,10695,,
444600,GATEWAY CHEMICAL,SB-BLEACH-CS,I,HOUSEHOLD BLEACH 6% 6/1GL,128oz,0,,130-M,CHEMICAL BLEACH,,N,Y,CS,38.8,10.09,S,S    CProd,-92.2696,N,0,9.49,20.0211,1,CS,0,8/2/2006,8/11/2010,2/10/2011,Y,Use Special Price,S,S,,0,10.09,+,20.0211,,,,,N,N,,(No MSDS Sheet Required),N,N,,0,0,0,Randy Frontz,DADEP100,10,DADE PAPER,,G00077,Y,(UnAssigned),,10440,106038,635,11,10306,,
444600,GATEWAY CHEMICAL,CF-2433-06N-CS,I,24X33 6 MIC NATURAL,1000/CS (12-16 GALLON),0,,120-B,CANLINER HIGH DENSITY,,N,Y,CS,57.96,22.42,S,S    CProd,-16.3247,N,0,22.42,25.5129,10,CS,0,2/12/2014,3/6/2018,,Y,Use Special Price,S,S,,0,22.42,+,25.1522,,,,,N,N,,(No MSDS Sheet Required),N,N,,0,0,0,Randy Frontz,AMSAN100,10,THE HOME DEPOT PRO INSTITUTIONAL,,TYCVLH2433-06N,Y,(UnAssigned),,10440,109800,673,11,10432,,
444600,GATEWAY CHEMICAL,CF-3860-150B-CS,I,38X60 1.5 MIL BLACK CANLINER,100/CS,0,,120-A,CANLINER LOW LINEAR,,N,Y,CS,62.82,62.82,i,i    Cust,54.9984,N,0,41.45,45.38,10,CS,0,3/6/2018,3/6/2018,,Y,(Use Cust Default),,,,,0,+,0,,,,,N,N,,(No MSDS Sheet Required),N,N,,0,0,0,Randy Frontz,COAST120,10,COASTAL FILMS OF FLORIDA,,3860-150B,Y,(UnAssigned),,10440,110297,674,11,10649,,
444600,GATEWAY CHEMICAL,HD-REN06130-WB,I,BROWN ROLL TOWEL (Y) KNOTCH,6/CS 800' PER ROLL,0,,100-B,PAPER ROLL TOWEL BROWN,,N,Y,CS,130.07,130.07,i,i    Cust,56.8232,N,0,66.67,48.4176,2,CS,0,7/26/2018,7/26/2018,,Y,(Use Cust Default),,,,,0,+,0,,,,,N,N,,(No MSDS Sheet Required),N,N,,0,0,0,Randy Frontz,AMSAN100,10,THE HOME DEPOT PRO INSTITUTIONAL,,REN06130-WB,Y,(UnAssigned),,10440,111183,591,11,10432,,
444610,SOUTHEAST RIGGING,BOX-121212S-EA,I,CORRUGATED BOX 12x12x12 SCORED,"@10""&8""",0,,340-A,BOXES CORRUGATED CARTON,,N,Y,EA,1.21,0.78,S,S    CProd,-8.359,N,0,,,,EA,0,,,,Y,Use Special Price,S,S,,0,0.78,+,22.0588,4/8/2010,,,,N,N,,(No MSDS Sheet Required),N,N,,0,0,0,Randy Frontz,BOXPAC,10,"BOX ACQUISITIONS, LLC",,10068620,Y,(UnAssigned),,10441,104336,722,11,10067,,
444610,SOUTHEAST RIGGING,BOX-181212S-EA,I,CORRUGATED BOX 18x12x12,"SCORED @ 6"",8"" & 10""",0,,340-A,BOXES CORRUGATED CARTON,,N,Y,EA,2.97,1.07,S,S    CProd,-24.7196,N,0,,,,EA,0,,,,Y,Use Special Price,S,S,,0,1.07,+,25.2874,4/8/2010,,,,N,N,,(No MSDS Sheet Required),N,N,,0,0,0,Randy Frontz,BOXPAC,10,"BOX ACQUISITIONS, LLC",,181212S,Y,(UnAssigned),,10441,104349,722,11,10067,,
444610,SOUTHEAST RIGGING,BOX-888-EA,I,CORRUGATED BOX 8X8X8,"SCORED @ 4""& 6""",0,,340-A,BOXES CORRUGATED CARTON,,N,Y,EA,1.16,0.89,S,S    CProd,47.6854,N,0,,,,EA,0,,,,Y,Use Special Price,S,S,,0,0.89,+,35,4/8/2010,,,,N,N,,(No MSDS Sheet Required),N,N,,0,0,0,Randy Frontz,BOXPAC,10,"BOX ACQUISITIONS, LLC",,888,Y,(UnAssigned),,10441,104424,722,11,10067,,
444610,SOUTHEAST RIGGING,BP-G30073-BX,I,MANILA SHIPPING TAG PRE-WIRED,5-3/4 X 2-7/8 1000/CS,0,,300-H,SHIPPING TAGS,,N,Y,BX,77.46,43,S,S    CProd,-0.8837,N,0,43,36.5116,2,BX,0,2/7/2006,11/8/2013,5/3/2014,Y,Use Special Price,S,S,,0,43,+,17.5512,,,,,N,N,,(No MSDS Sheet Required),N,N,,0,0,0,Randy Frontz,BOXPAC,10,"BOX ACQUISITIONS, LLC",,G30073,N,(UnAssigned),,10441,104724,746,11,10067,,
444610,SOUTHEAST RIGGING,AT-RG300-2-CS,I,48MM X60YD FILAMENT TAPE 24/CS,,0,,310-B,TAPE FILAMENT,,N,Y,CS,323.2,104.5,S,S    CProd,-39.177,N,0,98.6,18.7018,2,CS,0,2/22/2008,6/27/2012,9/10/2012,Y,Use Special Price,S,S,,0,104.5,+,18.7013,,,,,N,N,,(No MSDS Sheet Required),N,N,,0,0,0,Randy Frontz,INTTAP,10,INTERTAPE POLYMER CORP.,,RG300.43,Y,(UnAssigned),,10441,106884,750,11,10125,,
444710,"SAMUEL, SON AND CO. INC.",BB-48 B-FLUTE-RL,I,B-FLUTE SINGLE FACE CORRUGATED,"48"" X 250'",0,,330-G,CORRUGATED SINGLE-FACE,,N,Y,RL,66.53,39.09,S,S    CProd,-24.7378,N,0,29.54,18.3142,5,RL,0,1/11/2006,5/1/2009,5/7/2009,Y,Use Special Price,S,S,,0,39.09,+,18.3142,,,,,N,N,,(No MSDS Sheet Required),N,N,,0,0,0,Randy Frontz,BOCBOA,10,"BOCKS BOARD PACKAGING,INC",,48BFLUTE,Y,(UnAssigned),,10442,104391,731,11,10066,,
444710,"SAMUEL, SON AND CO. INC.",HD-REN03931-EA,I,"24"" BLACK TAMPICO FIBRE BROOM",,99,NON STOCK & SPECIAL ORDERS,99-ZY,UFS OBSOLETED ITEMS,,Y,Y,EA,20.4,13.93,S,S    CProd,100,N,0,10.61,38.737,1,EA,0,4/20/2006,1/12/2007,5/25/2007,Y,Use Special Price,S,S,,0,13.93,+,26.7672,,,,,N,N,,(No MSDS Sheet Required),N,N,,0,0,0,Randy Frontz,AMSAN100,10,THE HOME DEPOT PRO INSTITUTIONAL,,REN03931,N,(UnAssigned),,10442,104733,521,11,10432,,
444710,"SAMUEL, SON AND CO. INC.",ID-12J12-CS,I,12oz WHITE FOAM CUP(12JL),DART 1000/CS,0,,220-A,CUPS FOAM,,Y,Y,CS,68.34,34.85,S,S    CProd,-10.6169,N,0,30.27,27.1886,1,CS,0,1/11/2006,1/8/2009,4/2/2009,Y,Use Special Price,S,S,,0,34.85,+,32.2762,,,,,N,N,,(No MSDS Sheet Required),N,N,,0,0,0,Randy Frontz,DADEP100,10,DADE PAPER,,81096,Y,(UnAssigned),,10442,105037,653,11,10306,,
444710,"SAMUEL, SON AND CO. INC.",ID-OC095504-CS,I,ORANGE HAND CLEANER W/PUMICE,4/1 GAL,0,,130-A,CHEMICAL LOTION SOAP,,N,Y,CS,179.82,74.33,S,S    CProd,3.5114,N,0,57.88,24.9827,1,CS,0,8/2/2007,4/14/2008,,Y,Use Special Price,S,S,,0,74.33,+,16.5342,,,,,N,N,,(No MSDS Sheet Required),N,N,,0,0,0,Randy Frontz,DADEP100,10,DADE PAPER,,OC095504,Y,(UnAssigned),,10442,105285,618,11,10306,,
444710,"SAMUEL, SON AND CO. INC.",BB-MB-48-40#-RL,I,KRAFT PAPER 900',,0,,330-H,PAPER KRAFT ROLLS,,Y,Y,RL,57.89,32.79,S,S    CProd,-11.04,N,0,32.79,25.0076,1,RL,0,11/16/2007,1/11/2008,,Y,Use Special Price,S,S,,0,32.79,+,32.4794,,,,,N,N,,(No MSDS Sheet Required),N,N,,0,0,0,Randy Frontz,BOCBOA,10,"BOCKS BOARD PACKAGING,INC",,810857020089,Y,(UnAssigned),,10442,105658,732,11,10066,,
444710,"SAMUEL, SON AND CO. INC.",HDREN04017-50-EA,I,OILDRI 50# BAG,,0,,130-V,CHEMICAL SWEEPING COMPOUND,,Y,Y,BG,11.01,10.28,S,S    CProd,19.5525,N,0,8.41,30.44,2,EA,0,4/20/2006,1/3/2008,11/9/2008,Y,Use Special Price,S,S,,0,10.28,+,36.9798,,,,,N,N,,(No MSDS Sheet Required),N,N,,0,0,0,Randy Frontz,BRADY100,10,BRADY PLUS,,91726001,Y,(UnAssigned),,10442,105821,644,11,10695,,
444710,"SAMUEL, SON AND CO. INC.",WP-SBF05-CS,I,"5"" STRETCH FILM 80GAX1000'",12/CS,0,,350-D,STRETCH FILM HAND,,N,Y,CS,63.74,74.53,S,S    CProd,52.7439,N,0,55.1,30.9619,2,CS,0,1/11/2006,4/21/2009,6/19/2009,Y,Use Special Price,S,S,,0,74.53,+,39.6733,,,,,N,N,,(No MSDS Sheet Required),N,N,,0,0,0,Randy Frontz,WESPLA,10,WESTERN PLASTICS,,SBF05,Y,(UnAssigned),,10442,106305,738,11,10229,,
444771,LERA PLASTICS,WP-18-80-CS,I,STRETCH FILM 20.3 MIC X 1500',4/CS,0,,350-D,STRETCH FILM HAND,,N,Y,CS,101.62,71.16,S,S    CProd,33.0523,N,0,71.16,24.733,2,CS,0,2/27/2009,9/29/2016,4/10/2019,Y,Use Special Price,S,S,,0,71.16,+,33,,,,,N,N,,(No MSDS Sheet Required),N,N,,0,0,0,Randy Frontz,WESPLA,10,WESTERN PLASTICS,,PSF03,Y,(UnAssigned),,10443,105434,738,11,10229,,
