CustAcct,CustomerName,ItemCode,ItemType,ItemDescription,ItemExtendedDescription,ItemCategory,CategoryDescription,ItemSubCat,SubCatDescription,SalesClass,CPTaxFlag,CPComFlag,PriceUnit,ListPrice,CurrentPrice,PriceOpt,PriceSource,CurPriceMargin,CurRebateFlag,CurRebateCost,LastPricePaid,LastPriceMargin,LastQtyOrdered,StockUnit,VMIParStock,FirstSaleDate,LastSaleDate,NextSaleDate,CPPrintOnOrderForm,CPPriceOptDesc,CPPriceCtrl,CPPriceOpt,CPPriceBrkt,CPPricePct,CPSpecialPrice,SpecialPriceChgFlag,SpecialPriceMargin,CPNotesDate,CPNotes1,CPNotes2,CPNotes3,CPNotesAddToOrder,MSDSReqdFlag,MSDSCode,MSDSDescription,MSDSDueFlag,MSDSSentFlag,MSDSSentDate,CorpMaxOrderQty,CorpCurrentBudgetQty,CorpLastBudgetQty,SalesmanName,SupplierAcct,SmanCode,SupplierName,CustomerPartNum,SupplierPartNum,JMCatItemFlag,PricingClassDesc,PricingClassCode,CustID,ItemID,ItemSubCatID,SmanID,VendorID,,
207630,THE GLASS BLOWER,BOX-8X6X4-EA,I,CORRUGATED BOX,,99,NON STOCK & SPECIAL ORDERS,99-ZY,UFS OBSOLETED ITEMS,X,N,Y,EA,0.75,0.36,S,S    CProd,6.1944,N,0,0.35,37.1429,25,EA,0,3/31/2006,6/28/2011,11/22/2011,Y,Use Special Price,S,S,,0,0.36,+,36.3636,,,,,N,N,,(No MSDS Sheet Required),N,N,,0,0,0,RANDY FRONTZ,BOXPAC,20,"BOX ACQUISITIONS, LLC",,864,Y,(UnAssigned),,10367,104422,521,18,10067,,
207750,TIFFANY LAMPS,ID-BAG GK5-500,I,#5 BROWN GROCERY BAG,500/BUNDLE,0,,200-N,BAGS GROCERY PAPER,,N,Y,BN,22.86,12.4,S,S    CProd,-19.8387,N,0,11.18,38.2826,1,BN,0,1/30/2006,4/21/2008,6/1/2009,Y,Use Special Price,S,S,,0,12.4,+,34.6154,,,,,N,N,,(No MSDS Sheet Required),N,N,,0,0,0,RANDY FRONTZ,DADEP100,20,DADE PAPER,,7265,Y,(UnAssigned),,10371,104398,684,18,10306,,
207750,TIFFANY LAMPS,CF-303710CLR-BX,I,30X37 10MIC NATURAL CANLINER,(15-20 GALLON) 500/CS,0,,120-B,CANLINER HIGH DENSITY,,N,Y,CS,43.18,63.51,S,S    CProd,62.7775,N,0,50.31,33.4923,1,CS,0,8/10/2006,10/2/2008,1/22/2009,Y,Use Special Price,S,S,,0,63.51,+,48.9366,,,,,N,N,,(No MSDS Sheet Required),N,N,,0,0,0,RANDY FRONTZ,COAST120,20,COASTAL FILMS OF FLORIDA,,CF-303710CLR-BX,Y,(UnAssigned),,10371,105226,673,18,10649,,
207760,TRAILER LEASING INC,HD-REN03986-CS,I,METAL TIP THREADED HANDLE,"15/16"" X 60""",0,,110-C,MOP HANDLES,,Y,Y,EA,4.99,4.48,S,S    CProd,19.8661,N,0,4.26,35.6808,6,EA,0,7/17/2009,9/21/2011,,Y,Use Special Price,S,S,,0,4.48,+,35.6522,,,,,N,N,,(No MSDS Sheet Required),N,N,,0,0,0,RANDY FRONTZ,AMSAN100,100,THE HOME DEPOT PRO INSTITUTIONAL,,REN03986-IB,Y,(UnAssigned),,10372,104781,695,61,10432,,
207760,TRAILER LEASING INC,CLO-78952-CS,I,30 GLAD DRAWSTRING,TRASH BAG 90/CS,0,,120-A,CANLINER LOW LINEAR,,Y,Y,CS,39.04,26.38,S,S    CProd,33.3965,N,0,23.29,34.9936,2,CS,0,9/3/2013,9/3/2013,,Y,Use Special Price,S,S,,0,26.38,+,34.9936,,,,,N,N,,(No MSDS Sheet Required),N,N,,0,0,0,RANDY FRONTZ,LAGASS,100,ESSENDANT RECEIVABLES INC.,,CLO-78952,Y,(UnAssigned),,10372,104947,674,61,10137,,
207760,TRAILER LEASING INC,ID-DIA-88047-CS,I,LIQUID DIAL ANTIMICROBIAL SOAP,4/1,0,,130-A,CHEMICAL LOTION SOAP,,Y,Y,CS,152.89,53,S,S    CProd,-29.8113,N,0,53,12,1,CS,0,11/20/2014,8/7/2019,9/27/2022,Y,Use Special Price,S,S,,0,53,+,25.6038,,,,,N,N,,(No MSDS Sheet Required),N,N,,0,0,0,RANDY FRONTZ,DADEP100,100,DADE PAPER,,L00010,Y,(UnAssigned),,10372,105013,618,61,10306,,
207760,TRAILER LEASING INC,HD-329717061-EA,I,SAFETY WERCS SPRAY TRIGGER,CHEMICAL RESISTANT,0,,200-H,BOTTLES & JUGS,,Y,Y,EA,0.75,0.75,i,i    Cust,29.3333,N,0,,,,EA,0,,,,Y,(Use Cust Default),,,,,0,+,0,5/22/2020,,,,N,N,,(No MSDS Sheet Required),N,N,,0,0,0,RANDY FRONTZ,AMSAN100,100,THE HOME DEPOT PRO INSTITUTIONAL,,329717061,,Y,(UnAssigned),,10372,105400,713,61,10432,
207760,TRAILER LEASING INC,LP-LT46NC-CS,I,4X6 4MIL ZIPPER BAG,1000/CS,0,,300-G,BAGS ZIPPER,,Y,Y,CS,40.57,28.06,S,S    CProd,13.2573,N,0,28.06,34.9964,1,CS,0,8/29/2012,9/12/2024,9/16/2028,Y,Use Special Price,S,S,,0,28.06,+,34.9885,8/27/2012,,,,N,N,,(No MSDS Sheet Required),N,N,,0,0,0,RANDY FRONTZ,LADPRO,100,BERRY,,3710A,N,(UnAssigned),,10372,105557,728,61,10136,,
207760,TRAILER LEASING INC,LP-ML35NC-CS,I,3X5 2MIL ZIPPER BAG,1000/CS,0,,300-G,BAGS ZIPPER,,Y,Y,CS,9.69,9.69,i,i    Cust,30.031,N,0,9.69,30.031,1,CS,0,9/12/2024,4/6/2026,,Y,(Use Cust Default),,,,,0,+,0,,,,,N,N,,(No MSDS Sheet Required),N,N,,0,0,0,RANDY FRONTZ,LADPRO,100,BERRY,,3550A,N,(UnAssigned),,10372,105574,728,61,10136,,
207760,TRAILER LEASING INC,ID-CLOX60606-CS,I,PINE-SOL PINE SCENT 3/80oz,DOUBLE CONCENTRATE,0,,130-F,CHEMICAL ALL-PURPOSE CLEANER,,Y,Y,CS,107.33,46.18,S,S    CProd,-4.5907,N,0,,,,CS,0,,,,Y,Use Special Price,S,S,,0,46.18,+,29.9913,1/19/2022,,,,N,N,,(No MSDS Sheet Required),N,N,,0,0,0,RANDY FRONTZ,DADEP100,100,DADE PAPER,,CLO60606,Y,(UnAssigned),,10372,107232,624,61,10306,,
207760,TRAILER LEASING INC,CLO-78526-CS,I,GLAD DRAWSTRING 13 GL BAG,4/100,0,,120-A,CANLINER LOW LINEAR,,Y,Y,CS,0,67.97,S,S    CProd,-18.4935,N,0,67.97,18.6259,1,CS,0,4/25/2014,3/24/2020,3/14/2022,Y,Use Special Price,S,S,,0,67.97,+,29.9985,,,,,N,N,,(No MSDS Sheet Required),N,N,,0,0,0,RANDY FRONTZ,LAGASS,100,ESSENDANT RECEIVABLES INC.,,CLO-78526,Y,(UnAssigned),,10372,107238,674,61,10137,,
207760,TRAILER LEASING INC,ID-L00028--CS,I,VB PINK LOTION SOAP 4/1GL,,0,,130-A,CHEMICAL LOTION SOAP,,Y,Y,CS,68.49,20.15,S,S    CProd,-52.9529,N,0,20.15,24.9132,1,CS,0,1/18/2013,12/9/2015,5/19/2017,Y,Use Special Price,S,S,,0,20.15,+,24.9132,,,,,N,N,,(No MSDS Sheet Required),N,N,,0,0,0,RANDY FRONTZ,DADEP100,100,DADE PAPER,,L00028,Y,(UnAssigned),,10372,107351,618,61,10306,,
207760,TRAILER LEASING INC,ID-DAWN5-CS,I,P&G 5GAL DAWN DISH DETERGENT,70681,0,,130-C,CHEMICAL DISHWASHING DETERGENT,,Y,Y,PL,203.02,118.79,S,S    CProd,22.3335,N,0,118.79,23.0912,1,PL,0,7/8/2013,9/8/2025,2/19/2026,Y,Use Special Price,S,S,,0,118.79,+,45.5426,12/14/2012,,,,N,N,,(No MSDS Sheet Required),N,N,,0,0,0,RANDY FRONTZ,DADEP100,100,DADE PAPER,,DAWN5,Y,(UnAssigned),,10372,109613,620,61,10306,,
207760,TRAILER LEASING INC,ID-VBLH243110-CS,I,24x31 1MIL BLACK CANLINER,500/CS (10 GALLON),0,,120-A,CANLINER LOW LINEAR,,Y,Y,CS,86.13,22.01,S,S    CProd,-76.1018,N,0,19.33,24.9871,1,CS,0,8/29/2013,8/29/2013,,Y,Use Special Price,S,S,,0,22.01,+,24.9871,,,,,N,N,,(No MSDS Sheet Required),N,N,,0,0,0,RANDY FRONTZ,DADEP100,100,DADE PAPER,,VBLH243110B,Y,(UnAssigned),,10372,109787,674,61,10306,,
207760,TRAILER LEASING INC,TYCVLR3037-100B,I,30X37 1.0 MIL BLK CANLINER,(15-20 GALLON) 200/CS,0,,120-A,CANLINER LOW LINEAR,,Y,Y,CASE,72.91,72.91,i,i    Cust,54.9993,N,0,19.43,25.0129,1,CS,0,8/29/2013,8/29/2013,,Y,(Use Cust Default),,,,,0,+,0,,,,,N,N,,(No MSDS Sheet Required),N,N,,0,0,0,RANDY FRONTZ,AMSAN100,100,THE HOME DEPOT PRO INSTITUTIONAL,,TYCVLR3037-100B,Y,(UnAssigned),,10372,110292,674,61,10432,,
207760,TRAILER LEASING INC,CF-3860-150B-CS,I,38X60 1.5 MIL BLACK CANLINER,100/CS,0,,120-A,CANLINER LOW LINEAR,,Y,Y,CS,62.82,40.39,P30,P30  CProd,30.0074,N,0,40.39,30.0074,1,CS,0,9/8/2025,4/6/2026,,Y,30% Profit Margin,P30,P,,30,0,+,0,9/5/2025,,,,N,N,,(No MSDS Sheet Required),N,N,,0,0,0,RANDY FRONTZ,COAST120,100,COASTAL FILMS OF FLORIDA,,3860-150B,Y,(UnAssigned),,10372,110297,674,61,10649,,
207760,TRAILER LEASING INC,ID-VBCP2609-CS,I,CENTERPULL TOWEL 2 PLY 8X600,7.6X9  SHEETS 6/CS,0,,100-L,PAPER CENTER PULL,,Y,Y,CS,45.87,29.49,P30,P30  CProd,30.0102,N,0,29.49,30.0102,3,CS,0,7/8/2013,9/5/2025,2/6/2026,Y,30% Profit Margin,P30,P,,30,35.88,+,46.3489,,,,,N,N,,(No MSDS Sheet Required),N,N,,0,0,0,RANDY FRONTZ,DADEP100,100,DADE PAPER,,VBCP2609,Y,(UnAssigned),,10372,110378,646,61,10306,,
207760,TRAILER LEASING INC,HD-321381637-CS,I,RENOWN SIDE GATE WET MOP HANDL,"60"" FIBEGLASS 2pk",0,,110-C,MOP HANDLES,,Y,Y,EA,32.04,19.23,P25,P25  CProd,25.013,N,0,11.91,25.021,2,EA,0,11/13/2015,11/13/2015,,Y,,P25,P,,25,0,+,0,,,,,N,N,,(No MSDS Sheet Required),N,N,,0,0,0,RANDY FRONTZ,AMSAN100,100,THE HOME DEPOT PRO INSTITUTIONAL,,321381637,Y,(UnAssigned),,10372,110524,695,61,10432,,
207760,TRAILER LEASING INC,HD-REN03012-BX,I,FLAT URINAL SCREEN BLUE-BUBBLE,GUM,0,,130-I,BOWL BLOCKS & URINAL SCREENS,,Y,Y,BX,19.87,12.65,S,S    CProd,29.3281,N,0,12.65,42.2134,1,BX,0,12/5/2019,12/5/2019,,Y,Use Special Price,S,S,,0,12.65,+,42.2134,12/4/2019,,,,N,N,,(No MSDS Sheet Required),N,N,,0,0,0,RANDY FRONTZ,AMSAN100,100,THE HOME DEPOT PRO INSTITUTIONAL,,REN03012,Y,(UnAssigned),,10372,110579,627,61,10432,,
207760,TRAILER LEASING INC,HD-REN03801-CS,I,SEAT COVERS HALF FOLD 5000/CS,,0,,100-O,TOILET SEAT COVERS,,Y,Y,CS,66.62,42.5,S,S    CProd,29.4588,N,0,,,,CS,0,,,,Y,Use Special Price,S,S,,0,42.5,+,33.8118,4/6/2020,,,,N,N,,(No MSDS Sheet Required),N,N,,0,0,0,RANDY FRONTZ,AMSAN100,100,THE HOME DEPOT PRO INSTITUTIONAL,,REN03801,Y,(UnAssigned),,10372,110645,768,61,10432,,
207760,TRAILER LEASING INC,HD-50128-CS,I,SIMPLE GREEN C-LIME REMOVER,6/1 GAL,0,,130-W,CHEMICAL LIME SCALE REMOVER,,Y,Y,CS,113.76,70.4,P30,P30  CProd,30,N,0,84.96,30.0024,0.1666,CS,0,7/7/2017,7/7/2017,,Y,,P30,P,,30,0,+,0,,,,,N,N,,(No MSDS Sheet Required),N,N,,0,0,0,RANDY FRONTZ,AMSAN100,100,THE HOME DEPOT PRO INSTITUTIONAL,,1710000650128,N,(UnAssigned),,10372,110686,645,61,10432,,
207760,TRAILER LEASING INC,ID-CLO-30966-CS,I,CLOROX BLEACH CONC 3/121OZ,,0,,130-M,CHEMICAL BLEACH,,Y,Y,CS,41.89,20.98,S,S    CProd,10.1525,N,0,20.98,29.7903,1,CS,0,3/9/2021,4/13/2021,,Y,Use Special Price,S,S,,0,20.98,+,29.7903,,,,,N,N,,(No MSDS Sheet Required),N,N,,0,0,0,RANDY FRONTZ,DADEP100,100,DADE PAPER,,G00089,Y,(UnAssigned),,10372,110790,635,61,10306,,
207760,TRAILER LEASING INC,HD-REN07108-MS,I,LAVENDER MULTI PURPOSE 12QTS,,0,,130-F,CHEMICAL ALL-PURPOSE CLEANER,,Y,Y,CS,88,56.57,P30,P30  CProd,29.9982,N,0,45.43,30.0022,1,CS,0,8/31/2016,1/9/2017,,Y,,P30,P,,30,0,+,0,,,,,N,N,,(No MSDS Sheet Required),N,N,,0,0,0,RANDY FRONTZ,AMSAN100,100,THE HOME DEPOT PRO INSTITUTIONAL,,REN07108-MS,Y,(UnAssigned),,10372,111333,624,61,10432,,
207760,TRAILER LEASING INC,LD-550-CS,I,12x24 LAYFLAT BAG,1000/CS,0,,300-F,BAGS POLY,,Y,Y,CS,184.73,115.52,S,S    CProd,28.0384,N,0,115.52,28.0384,1,CS,0,7/23/2020,7/23/2020,,Y,Use Special Price,S,S,,0,115.52,+,28.0384,7/22/2020,,,,N,N,,(No MSDS Sheet Required),N,N,,0,0,0,RANDY FRONTZ,LADPRO,100,BERRY,,550,N,(UnAssigned),,10372,111745,727,61,10136,,
207760,TRAILER LEASING INC,HD-KCC 01000-CS,I,SCOTT HIGH CAPACITY WHITE,"ROLL TOWEL 8"" X 1000'  12/CS",0,,100-A,PAPER ROLL TOWEL WHITE,,Y,Y,CS,111.11,122.09,S,S    CProd,59.0466,N,0,122.09,59.0466,2,CS,0,2/2/2024,4/6/2026,8/28/2026,Y,Use Special Price,S,S,,0,122.09,+,59.0466,2/2/2024,,,,N,N,,(No MSDS Sheet Required),N,N,,0,0,0,RANDY FRONTZ,AMSAN100,100,THE HOME DEPOT PRO INSTITUTIONAL,,KCC01000-CS,Y,(UnAssigned),,10372,111805,590,61,10432,,
207760,TRAILER LEASING INC,ID-VBTTST4375-CS,I,VB TOILET TISSUE 2PLY,4X3.7 96/500,0,,100-F,PAPER TOILET TISSUE,,Y,Y,CS,99.93,64.24,P30,P30  CProd,29.9969,N,0,64.24,29.9969,2,CS,0,4/6/2026,4/6/2026,,Y,30% Profit Margin,P30,P,,30,0,+,0,4/2/2026,,,,N,N,,(No MSDS Sheet Required),N,N,,0,0,0,RANDY FRONTZ,DADEP100,100,DADE PAPER,,VBTTST4375,Y,(UnAssigned),,10372,112394,595,61,10306,,
207760,TRAILER LEASING INC,ID-43513-CS,I,LIVI MULTIFOLD TOWEL WHITE,250CT/16PK/CS,0,,100-C,PAPER MULTIFOLD TOWEL WHITE,,Y,Y,CS,42.02,27.01,P30,P30  CProd,29.9889,N,0,27.01,29.9889,4,CS,0,4/6/2026,4/6/2026,,Y,30% Profit Margin,P30,P,,30,0,+,0,4/2/2026,,,,N,N,,(No MSDS Sheet Required),N,N,,0,0,0,RANDY FRONTZ,DADEP100,100,DADE PAPER,,43513,Y,(UnAssigned),,10372,112874,592,61,10306,,
207810,"VCM  SALES, INC.",DS-12 X 020-RL,I,"1/2"" BLK STEEL STRAP 0.020",1170# APPROX. 3087',0,,360-D,STEEL STRAPPING,,Y,Y,EA,172.54,1.22,S,S    CProd,-8936.8852,N,0,1.07,40.1869,105,RL,0,7/20/2006,7/20/2006,,Y,Use Special Price,S,S,,0,1.22,+,35.514,,,,,N,N,,(No MSDS Sheet Required),N,N,,0,0,0,RANDY FRONTZ,DUBOSE,20,"DUBOSE STRAPPING, INC.",,151177,Y,(UnAssigned),,10374,106149,743,18,10089,,
207820,VENETIA TERRACE BAPTIST,ID-VB103CPPB-CS,I,"10.25"" 3-COMP PLASTIC PLATE",BLK 500/CS,0,,230-D,PLATES PLASTIC,,N,Y,CS,101.12,61.21,S,S    CProd,-30.0931,N,0,44.45,30.0562,1,CS,0,2/26/2007,11/13/2009,3/23/2011,Y,Use Special Price,S,S,,0,61.21,+,28.962,,,,,N,N,,(No MSDS Sheet Required),N,N,,0,0,0,RANDY FRONTZ,DADEP100,20,DADE PAPER,,VB103CPPB,Y,(UnAssigned),,10375,105031,652,18,10306,,
207820,VENETIA TERRACE BAPTIST,SP-VB6PPWF-CS,I,"6"" WHITE PLASTIC PLATE",1000/CS,0,,230-D,PLATES PLASTIC,,N,Y,CS,75.88,42.27,S,S    CProd,-7.7123,N,0,36.31,29.9917,1,CS,0,10/26/2006,6/26/2008,,Y,Use Special Price,S,S,,0,42.27,+,31.5616,,,,,N,N,,(No MSDS Sheet Required),N,N,,0,0,0,RANDY FRONTZ,DADEP100,20,DADE PAPER,,VB6PPWF,N,(UnAssigned),,10375,105054,652,18,10306,,
207820,VENETIA TERRACE BAPTIST,ID-8J8-CS,I,8oz WHITE FOAM CUP,DART 1000/CS,0,,220-A,CUPS FOAM,,N,Y,CS,38.81,23.77,S,S    CProd,-14.3037,N,0,20.66,30.0097,1,CS,0,11/15/2007,11/13/2009,7/14/2010,Y,Use Special Price,S,S,,0,23.77,+,30.0097,,,,,N,N,,(No MSDS Sheet Required),N,N,,0,0,0,RANDY FRONTZ,DADEP100,20,DADE PAPER,,80097,Y,(UnAssigned),,10375,105056,653,18,10306,,
207820,VENETIA TERRACE BAPTIST,ID-182020-CS,I,15x17  2-PLY NAPKIN 3000/CS,,0,,100-M,PAPER NAPKINS,,N,Y,CS,60.67,53.25,S,S    CProd,36.4883,N,0,53.25,30.0469,1,CS,0,1/14/2011,1/14/2011,,Y,Use Special Price,S,S,,0,53.25,+,30.0469,,,,,N,N,,(No MSDS Sheet Required),N,N,,0,0,0,RANDY FRONTZ,DADEP100,20,DADE PAPER,,182020,Y,(UnAssigned),,10375,105306,691,18,10306,,
208020,WESCONNETT BAPTIST,ID-VB103CPPB-CS,I,"10.25"" 3-COMP PLASTIC PLATE",BLK 500/CS,0,,230-D,PLATES PLASTIC,,N,Y,CS,101.12,61.66,S,S    CProd,-29.1437,N,0,56,29.4821,1,CS,0,11/20/2008,11/20/2008,,Y,Use Special Price,S,S,,0,61.66,+,29.4821,,,,,N,N,,(No MSDS Sheet Required),N,N,,0,0,0,RANDY FRONTZ,DADEP100,20,DADE PAPER,,VB103CPPB,Y,(UnAssigned),,10376,105031,652,18,10306,,
208020,WESCONNETT BAPTIST,ID-12BWWCR-CS,I,12oz FOAM BOWL DART,1000/CS,0,,210-A,BOWLS FOAM,,N,Y,CS,58.22,26.96,S,S    CProd,2.819,N,0,25.1,30.0797,1,CS,0,4/13/2009,4/13/2009,,Y,Use Special Price,S,S,,0,26.96,+,30.0797,,,,,N,N,,(No MSDS Sheet Required),N,N,,0,0,0,RANDY FRONTZ,DADEP100,20,DADE PAPER,,287504,Y,(UnAssigned),,10376,105035,651,18,10306,,
208020,WESCONNETT BAPTIST,ID-Y12S-CS,I,12oz TRANSLUCENT CUP DART,1000/CS  098431,0,,220-E,CUPS PLASTIC,,N,Y,CS,110.36,50.98,S,S    CProd,2.5893,N,0,38.05,30.0394,1,CS,0,11/20/2008,11/20/2008,,Y,Use Special Price,S,S,,0,50.98,+,36.7937,,,,,N,N,,(No MSDS Sheet Required),N,N,,0,0,0,RANDY FRONTZ,DADEP100,20,DADE PAPER,,293076,Y,(UnAssigned),,10376,105067,660,18,10306,,
208063,WESTMINSTER,ID-12BWWCR-CS,I,12oz FOAM BOWL DART,1000/CS,0,,210-A,BOWLS FOAM,,N,Y,CS,58.22,28.19,S,S    CProd,7.0592,N,0,26.25,30.3619,1,CS,0,7/11/2007,7/11/2007,,Y,Use Special Price,S,S,,0,28.19,+,33.1429,,,,,N,N,,(No MSDS Sheet Required),N,N,,0,0,0,RANDY FRONTZ,DADEP100,20,DADE PAPER,,287504,Y,(UnAssigned),,10378,105035,651,18,10306,,
208063,WESTMINSTER,ID-12J12-CS,I,12oz WHITE FOAM CUP(12JL),DART 1000/CS,0,,220-A,CUPS FOAM,,N,Y,CS,68.34,33.55,S,S    CProd,-14.9031,N,0,30.7,32.0195,1,CS,0,2/27/2008,10/16/2012,,Y,Use Special Price,S,S,,0,33.55,+,29.65,,,,,N,N,,(No MSDS Sheet Required),N,N,,0,0,0,RANDY FRONTZ,DADEP100,20,DADE PAPER,,81096,Y,(UnAssigned),,10378,105037,653,18,10306,,
208063,WESTMINSTER,ID-16J16-CS,I,16oz WHITE FOAM CUP(16SL),DART 1000/CS,0,,220-A,CUPS FOAM,,N,Y,CS,125.38,71.13,M25,M25  CProd,20.0056,N,0,37.04,20.0054,1,CS,0,9/28/2009,9/28/2009,,Y,Cost + Markup %,M25,M,,25,0,+,0,,,,,N,N,,(No MSDS Sheet Required),N,N,,0,0,0,RANDY FRONTZ,DADEP100,20,DADE PAPER,,81163,Y,(UnAssigned),,10378,105042,653,18,10306,,
208063,WESTMINSTER,ID-Y12S-CS,I,12oz TRANSLUCENT CUP DART,1000/CS  098431,0,,220-E,CUPS PLASTIC,,N,Y,CS,110.36,36.28,S,S    CProd,-36.8798,N,0,27.08,30.5761,1,CS,0,5/21/2007,5/21/2007,,Y,Use Special Price,S,S,,0,36.28,+,11.1891,,,,,N,N,,(No MSDS Sheet Required),N,N,,0,0,0,RANDY FRONTZ,DADEP100,20,DADE PAPER,,293076,Y,(UnAssigned),,10378,105067,660,18,10306,,
208063,WESTMINSTER,ID-182020-CS,I,15x17  2-PLY NAPKIN 3000/CS,,0,,100-M,PAPER NAPKINS,,N,Y,CS,60.67,50.95,S,S    CProd,33.6212,N,0,50.95,31.737,1,CS,0,7/11/2007,7/11/2007,,Y,Use Special Price,S,S,,0,50.95,+,26.8891,,,,,N,N,,(No MSDS Sheet Required),N,N,,0,0,0,RANDY FRONTZ,DADEP100,20,DADE PAPER,,182020,Y,(UnAssigned),,10378,105306,691,18,10306,,
208063,WESTMINSTER,GPT221060-CS,I,8-1/2 x 11 COPY PAPER #20,92 bright,0,,200-L,PRINTER PAPER,,N,Y,CS,0,74.21,P30,P30  CProd,29.996,N,0,50.36,30.004,1,CS,0,9/19/2018,6/2/2022,10/15/2022,Y,,P30,P,,30,0,+,0,,,,,N,N,,(No MSDS Sheet Required),N,N,,0,0,0,RANDY FRONTZ,AMSAN100,20,THE HOME DEPOT PRO INSTITUTIONAL,,GPT221060,Y,(UnAssigned),,10378,109422,672,18,10432,,
208063,WESTMINSTER,HD-SCASK1850A-CS,I,BROWN SINGLE FOLD TOWEL,,0,,100-K,PAPER SINGLEFOLD TOWEL,,N,Y,CS,77,77,i,i    Cust,55,N,0,36.84,50.0814,2,CS,0,6/24/2014,12/29/2021,8/14/2022,Y,(Use Cust Default),,,,,0,+,0,,,,,N,N,,(No MSDS Sheet Required),N,N,,0,0,0,RANDY FRONTZ,AMSAN100,20,THE HOME DEPOT PRO INSTITUTIONAL,,SCASK1850A,Y,(UnAssigned),,10378,110882,617,18,10432,,
208087,WESTSIDE CHURCH OF CHRIST,ID-CM02024S-EA,I,#24 4-PLY COTTON MOPHEAD,,0,,110-A,MOPS,,N,Y,EA,4.31,3.16,S,S    CProd,11.3924,N,0,3,29.6667,3,EA,0,10/24/2008,4/1/2010,6/22/2010,Y,Use Special Price,S,S,,0,3.16,+,29.6667,,,,,N,N,,(No MSDS Sheet Required),N,N,,0,0,0,RANDY FRONTZ,DADEP100,20,DADE PAPER,,D07660,Y,(UnAssigned),,10379,104772,692,18,10306,,
208087,WESTSIDE CHURCH OF CHRIST,ID-1203NB-EA,I,QUICK-WAY JANITOR MOP HANDLE,,0,,110-C,MOP HANDLES,,N,Y,EA,15.96,9.17,S,S    CProd,21.7012,N,0,9.17,40.0218,2,EA,0,5/9/2011,9/18/2013,,Y,Use Special Price,S,S,,0,9.17,+,40.0218,,,,,N,N,,(No MSDS Sheet Required),N,N,,0,0,0,RANDY FRONTZ,DADEP100,20,DADE PAPER,,1203NB,Y,(UnAssigned),,10379,104784,695,18,10306,,
208087,WESTSIDE CHURCH OF CHRIST,REN02609,I,"60"" SCREWTYPE MOP HANDLE",,0,,110-C,MOP HANDLES,,N,Y,EA,11.56,10.35,S,S    CProd,68.599,N,0,7.7,49.7403,1,EA,0,5/9/2011,5/9/2011,,Y,Use Special Price,S,S,,0,10.35,+,49.7403,,,,,N,N,,(No MSDS Sheet Required),N,N,,0,0,0,RANDY FRONTZ,AMSAN100,20,THE HOME DEPOT PRO INSTITUTIONAL,,REN02609,Y,(UnAssigned),,10379,104785,695,18,10432,,
208087,WESTSIDE CHURCH OF CHRIST,ID-DIA-88047-CS,I,LIQUID DIAL ANTIMICROBIAL SOAP,4/1,0,,130-A,CHEMICAL LOTION SOAP,,N,Y,CS,152.89,60.41,S,S    CProd,-13.8884,N,0,60.41,34.7293,1,CS,0,8/13/2007,8/29/2012,3/11/2013,Y,Use Special Price,S,S,,0,60.41,+,34.7312,,,,,N,N,,(No MSDS Sheet Required),N,N,,0,0,0,RANDY FRONTZ,DADEP100,20,DADE PAPER,,L00010,Y,(UnAssigned),,10379,105013,618,18,10306,,
208087,WESTSIDE CHURCH OF CHRIST,BW-AW-3500-CS,I,12.5X13 1/4 FOLD WHITE WIPER,18 PACKS OF 56,0,,100-H,PAPER WIPERS,,N,Y,CS,110,51,S,S    CProd,2.9412,N,0,51,26.8431,1,CS,0,11/28/2007,4/1/2010,,Y,Use Special Price,S,S,,0,51,+,26.8431,,,,,N,N,,(No MSDS Sheet Required),N,N,,0,0,0,RANDY FRONTZ,BERWIP,20,BERK WIPER CONVERTING,,DRC-3500-9,Y,(UnAssigned),,10379,105028,614,18,10062,,
208087,WESTSIDE CHURCH OF CHRIST,HD-329717061-EA,I,SAFETY WERCS SPRAY TRIGGER,CHEMICAL RESISTANT,0,,200-H,BOTTLES & JUGS,,N,Y,EA,0.75,0.75,i,i    Cust,29.3333,N,0,0.64,29.6875,1,EA,0,4/1/2010,4/1/2010,,Y,(Use Cust Default),,,,,0,+,0,,,,,N,N,,(No MSDS Sheet Required),N,N,,0,0,0,RANDY FRONTZ,AMSAN100,20,THE HOME DEPOT PRO INSTITUTIONAL,,329717061,,Y,(UnAssigned),,10379,105400,713,18,10432,
208087,WESTSIDE CHURCH OF CHRIST,HD-KCC04460-CS,I,SURPASS TOILET TISSUE 605SHT,2-PLY 80 ROLLS/CS,0,,100-F,PAPER TOILET TISSUE,,N,Y,CS,139.76,68.29,S,S    CProd,-2.3283,N,0,65.75,27.9696,1,CS,0,1/8/2010,3/8/2013,7/30/2013,Y,Use Special Price,S,S,,0,68.29,+,27.9696,,,,,N,N,,(No MSDS Sheet Required),N,N,,0,0,0,RANDY FRONTZ,AMSAN100,20,THE HOME DEPOT PRO INSTITUTIONAL,,10546160,Y,(UnAssigned),,10379,105486,595,18,10432,,
