PONumber,PODate,LineNum,LineType,VendorAcct,SupplierPartNum,ItemCode,Description,NumOrdered,ExpReceiveDate,NumReceived,DateReceived,NumBO,BOExpReceiveDate,POCost,Amount,TaxableAmt,TaxFlag,PurchUnitShipWgt,PurchUnitShipCubes,TotalShipWgt,TotalShipCubes,Carrier,StockUnit,PurchUnit,PurchStockMult,StockQtyOrdered,StockQtyReceived,StockQtyBO,PurchCostUnit,PurchCostMult,CostRoundCtrl,StockUnitCost,StockUnitLandedCost,SpecialOrderFlag,SpecialOrderNum,SpecialOrderCustAcct,SpecialOrderCustName,HazMatFlag,HazMatCode,OneTimeCostFlag,,
215445,2/4/2025,3,I,DADEP100,ID-1029WHT-CS,1029WHT,19X14X4 1/2 SHT CAKE BOX,6,,6,2/5/2025,0,,60.02,360.12,0,N,0,0,0,0,Best Way,CS,CS,1,6,6,0,CS,1,4,60.02,60.02,N,,,,N,,N,,
215445,2/4/2025,4,I,DADEP100,ID-FT10801W-CS,FT10801W,54X108 WHITE PLASTIC,24,,24,2/5/2025,0,,15.26,366.24,0,N,0,0,0,0,Best Way,CS,CS,1,24,24,0,CS,1,4,15.26,15.26,N,,,,N,,N,,
215446,2/5/2025,1,N,NASBAG,BB-14X26-M,BB-14X26,POLY WOVEN WHITE S-BAG,1000,,1000,2/13/2025,0,,0.45,450,0,N,0,0,0,0,Best Way,M,M,1,1000,1000,0,M,1,4,0.45,0.45,N,,,,N,,N,,
215447,2/5/2025,1,I,BOXPAC,BOX-1086-EA,1086,CORRUGATED BOX,500,,500,2/11/2025,0,,0.4829,241.45,0,N,0,0,0,0,Best Way,EA,EA,1,500,500,0,EA,1,4,0.4829,0.4829,N,,,,N,,N,,
215447,2/5/2025,2,I,BOXPAC,BOX-121212-EA,121212,CORRUGATED BOX 12x12x12,250,,250,2/11/2025,0,,0.8712,217.8,0,N,0,0,0,0,Best Way,Each,Each,1,250,250,0,Each,1,4,0.8712,0.8712,N,,,,N,,N,,
215447,2/5/2025,3,I,BOXPAC,BOX-202020-EA,280190,CORRUGATED BOX 20X20X20,120,,120,2/11/2025,0,,2.4313,291.76,0,N,0,0,0,0,Best Way,EA,EA,1,120,120,0,EA,1,4,2.4313,2.4313,N,,,,N,,N,,
215447,2/5/2025,4,I,BOXPAC,BOX-242424-EA,242424,CORRUGATED BOX 24X24X24,120,,120,2/11/2025,0,,3.5589,427.07,0,N,0,0,0,0,Best Way,EA,EA,1,120,120,0,EA,1,4,3.5589,3.5589,N,,,,N,,N,,
215447,2/5/2025,5,I,BOXPAC,BOX-864-EA,864,CORRUGATED BOX 8X6X4,300,,300,2/11/2025,0,,0.3402,102.06,0,N,0,0,0,0,Best Way,Each,Each,1,300,300,0,Each,1,4,0.3402,0.3402,N,,,,N,,N,,
215447,2/5/2025,6,I,BOXPAC,BOX-966-EA,966,CORRUGATED BOX 9X6X6,350,,350,2/11/2025,0,,0.4495,157.33,0,N,0,0,0,0,Best Way,Each,Each,1,350,350,0,Each,1,4,0.4495,0.4495,N,,,,N,,N,,
215447,2/5/2025,7,I,BOXPAC,BOX-999-EA,999,CORRUGATED BOX 9X9X9,150,,150,2/11/2025,0,,0.6026,90.39,0,N,0,0,0,0,Best Way,Each,Each,1,150,150,0,Each,1,4,0.6026,0.6026,N,,,,N,,N,,
215448,2/5/2025,1,I,AMSAN100,HD-SCA5510282-EA,SCA5510282,TORK ROLL TOWEL DISPENSER,1,,1,2/13/2025,0,,43.3,43.3,0,N,0,0,0,0,Best Way,Each,Each,1,1,1,0,Each,1,4,43.3,43.3,N,,,,N,,N,,
215448,2/5/2025,2,I,AMSAN100,ID-GPF3LNA-CS,SBSGPF3LNA,GRITTY FOAM HVYDTY CLEANER,8,,8,2/13/2025,0,,68.12,544.96,0,N,0,0,0,0,Best Way,CS,CS,1,8,8,0,CS,1,4,68.12,68.12,N,,,,N,,N,,
215448,2/5/2025,3,I,AMSAN100,HD-SBSGPF3LDQ-EA,SBSGPF3LDQ,GRITTY FOAM DISPENSER BLK 3250,6,,5,2/13/2025,1,,8.92,44.6,0,N,0,0,0,0,Best Way,Each,Each,1,6,5,1,Each,1,4,8.92,8.92,N,,,,N,,N,,
215448,2/5/2025,4,I,AMSAN100,IT-170-2X110-CS,IPGG2002,48MM X 100M CLEAR CARTON TAPE,4,,4,2/13/2025,0,,57.6,230.4,0,N,0,0,0,0,Best Way,CS,CS,1,4,4,0,CS,1,4,57.6,57.6,N,,,,N,,N,,
215448,2/5/2025,5,I,AMSAN100,HD-REN02311-EA,REN02311,5x36 DUST MOP HEAD LOOP END,7,,7,2/13/2025,0,,12.12,84.84,0,N,0,0,0,0,Best Way,Each,Each,1,7,7,0,Each,1,4,12.12,12.12,N,,,,N,,N,,
215448,2/5/2025,6,I,AMSAN100,ID-1203NB-EA,REN02379,JANITOR SWING AWAY MOP HANDLE,12,,12,2/13/2025,0,,7.4,88.8,0,N,0,0,0,0,Best Way,EA,EA,1,12,12,0,EA,1,4,7.4,7.4,N,,,,N,,N,,
215448,2/5/2025,7,I,AMSAN100,HD-REN03997-EA,REN03997,"CORN BROOMS 55""",5,,5,2/13/2025,0,,5.69,28.45,0,N,0,0,0,0,Best Way,Each,Each,1,5,5,0,Each,1,4,5.69,5.69,N,,,,N,,N,,
215448,2/5/2025,8,I,AMSAN100,HD-REN02615-CS,REN02615,36x5 DUST MOP FRAME,8,,8,2/13/2025,0,,3.14,25.12,0,N,0,0,0,0,Best Way,Each,Each,1,8,8,0,Each,1,4,3.14,3.14,N,,,,N,,N,,
215449,2/5/2025,1,I,DADEP100,ID-CM02032S-EA,D07670,#32 4-PLY COTTON MOPHEAD,2,,2,2/7/2025,0,,44,88,0,N,0,0,0,0,Best Way,EA,CS,12,24,24,0,CS,1,4,3.6667,3.6667,N,,,,N,,N,,
215449,2/5/2025,2,I,DADEP100,SB-BLEACH-CS,G00077,HOUSEHOLD BLEACH 6% 6/1GL,15,,15,2/7/2025,0,,18.56,278.4,0,N,0,0,0,0,Best Way,CS,CS,1,15,15,0,CS,1,4,18.56,18.56,N,,,,N,,N,,
215442-1,2/3/2025,1,I,AMSAN100,HD-HP132-CS,HP132,48MM X 914M CLEAR HOT MELT,8,,8,5/12/2025,0,,135.78,1086.24,0,N,0,0,0,0,Best Way,CS,CS,1,8,8,0,CS,1,4,135.78,135.78,N,,,,N,,N,,
215450,2/6/2025,1,I,DADEP100,ID-7255-CS,L05233,GOJO ORANGE W/PUMICE 4/2000ML,5,,5,3/3/2025,0,,63.72,318.6,0,N,0,0,0,0,Best Way,CS,CS,1,5,5,0,CS,1,4,63.72,63.72,N,,,,N,,N,,
215451,2/6/2025,1,I,AMSAN100,HD-9128-12,GOJO9128-12-CS,GOJO PINK LOTION SOAP 12/800ML,6,,1,2/13/2025,5,,34.56,34.56,0,N,0,0,0,0,Best Way,CS,Each,1,6,1,5,Each,1,4,34.56,34.56,N,,,,N,,N,,
215452,2/7/2025,1,I,STOROP,ABL-P12-BD,L-LD PERF 12 NO SLIT,"1/2"" X 48"" X 250' BUBBLE WRAP",36,,36,2/11/2025,0,,65.53,2359.08,0,N,0,0,0,0,BEST WAY,BD,BD,1,36,36,0,BD,1,4,65.53,65.53,N,,,,N,,N,,
215452,2/7/2025,2,I,STOROP,ST-S12P12-BD,519283,"1/2"" X 12"" X 250' BUBBLE WRAP",5,,5,2/11/2025,0,,65.53,327.65,0,N,0,0,0,0,BEST WAY,BD,BD,1,5,5,0,BD,1,4,65.53,65.53,N,,,,N,,N,,
215452,2/7/2025,3,I,STOROP,ST-518921-EA,518921,20cu FT LOOSE FILL,32,,32,2/11/2025,0,,20.38,652.16,0,N,0,0,0,0,BEST WAY,BG,BG,1,32,32,0,BG,1,4,20.38,20.38,N,,,,N,,N,,
215452,2/7/2025,4,I,STOROP,ST-ABL-S24P12-BD,L-LD SLIT 24 PERF 12,"1/2"" X 24"" X 250' BUBBLE WRAP",3,,3,2/11/2025,0,,65.53,196.59,0,N,0,0,0,0,BEST WAY,BD,BD,1,3,3,0,BD,1,4,65.53,65.53,N,,,,N,,N,,
215453,2/7/2025,1,I,AMSAN100,CF-2433-06N-CS,TYCVLH2433-06N,24X33 6 MIC NATURAL,6,,6,2/13/2025,0,,23.23,139.38,0,N,12.1,0,72.6,0,Best Way,CS,CS,1,6,6,0,CS,1,4,23.23,23.23,N,,,,N,,N,,
215453,2/7/2025,2,I,AMSAN100,HD-329717061-EA,,329717061,,SAFETY WERCS SPRAY TRIGGER,50,,50,2/13/2025,0,,0.59,29.5,0,N,0,0,0,0,Best Way,EA,EA,1,50,50,0,EA,1,4,0.59,0.59,N,,,,N,,N
215454,2/11/2025,1,I,DADEP100,ID-5BWWC-CS,5BWWC,5oz FOAM BOWL DART 1000/CS,5,,5,2/12/2025,0,,32.68,163.4,0,N,0,0,0,0,Best Way,CS,CS,1,5,5,0,CS,1,4,32.68,32.68,N,,,,N,,N,,
215454,2/11/2025,2,I,DADEP100,ID-9PWCR-CS,287514,"9"" FOAM PLATE DART 500/CS",5,,5,2/12/2025,0,,24.68,123.4,0,N,0,0,0,0,Best Way,CS,CS,1,5,5,0,CS,1,4,24.68,24.68,N,,,,N,,N,,
215454,2/11/2025,3,I,DADEP100,ID-VB42WC-CS,94007,4.5OZ PAPER CONE CUP(25/200),5,,5,2/12/2025,0,,55.54,277.7,0,N,0,0,0,0,Best Way,CS,CS,1,5,5,0,CS,1,4,55.54,55.54,N,,,,N,,N,,
215454,2/11/2025,4,I,DADEP100,ID-8J8-CS,80097,8oz WHITE FOAM CUP,6,,0,2/12/2025,6,,30.59,0,0,N,0,0,0,0,Best Way,CS,CS,1,6,0,6,CS,1,4,30.59,30.59,N,,,,N,,N,,
215454,2/11/2025,5,I,DADEP100,DP-VBFMH9VB-CS,VBFMH9VB,"9""X9"" CONT HINGED VENTED",10,,10,2/12/2025,0,,18.11,181.1,0,N,0,0,0,0,Best Way,CS,CS,1,10,10,0,CS,1,4,18.11,18.11,N,,,,N,,N,,
215454,2/11/2025,6,I,DADEP100,ID-7229-RL,307006,VIC BAY 18X2000' FOOD FILM,2,,2,2/12/2025,0,,16.02,32.04,0,N,0,0,0,0,Best Way,RL,RL,1,2,2,0,RL,1,4,16.02,16.02,N,,,,N,,N,,
215454,2/11/2025,7,I,DADEP100,ID-057700-BX,#419104,"MARCAL 12""X12"" RED/WHT CHECK",2,,2,2/12/2025,0,,49.95,99.9,0,N,0,0,0,0,Best Way,BX,CS,5,10,10,0,CS,1,4,9.99,9.99,N,,,,N,,N,,
215454,2/11/2025,8,I,DADEP100,RPP-GC3632-CS,316038,"NAT 3-3/8 X 6.25"" 1PRT GREEN",2,,2,2/12/2025,0,,35.96,71.92,0,N,0,0,0,0,Best Way,CTN,CTN,1,2,2,0,CTN,1,4,35.96,35.96,N,,,,N,,N,,
215455,2/11/2025,1,I,AMSAN100,HD-329717061-EA,,329717061,,SAFETY WERCS SPRAY TRIGGER,100,,100,2/13/2025,0,,0.59,59,0,N,0,0,0,0,Best Way,EA,EA,1,100,100,0,EA,1,4,0.59,0.59,N,,,,N,,N
215455,2/11/2025,2,I,AMSAN100,HD-REN05141-EA,REN05141,RENOWN BOTTLE 32OZ  W/,50,,50,2/13/2025,0,,0.75,37.5,0,N,0,0,0,0,Best Way,EA,EA,1,50,50,0,EA,1,4,0.75,0.75,N,,,,N,,N,,
215455,2/11/2025,3,I,AMSAN100,HD-APP18108-EA,APP18108,RENOWN DUO PAN LOBBY DUST PAN,12,,12,2/13/2025,0,,6.43,77.16,0,N,0,0,0,0,Best Way,EA,EA,1,12,12,0,EA,1,4,6.43,6.43,N,,,,N,,N,,
215455,2/11/2025,4,I,AMSAN100,HD-HP132-CS,HP132,48MM X 914M CLEAR HOT MELT,3,,0,2/13/2025,3,,135.78,0,0,N,0,0,0,0,Best Way,CS,CS,1,3,0,3,CS,1,4,135.78,135.78,N,,,,N,,N,,
215456,2/11/2025,1,I,NUTRIB,DS-3642F-CS,6442-102,MEDIUMWEIGHT PP SPOON 10/100,34,,34,2/25/2025,0,,5.4,183.6,0,N,0,0,0,0,Best Way,CS,CS,1,34,34,0,CS,1,4,5.4,5.4,N,,,,N,,N,,
215456,2/11/2025,2,I,NUTRIB,NB-3941-CS,3941,PP HVY WT WHITE KNIFE 1000/CS,20,,20,2/25/2025,0,,14.55,291,0,N,0,0,0,0,Best Way,CS,CS,1,20,20,0,CS,1,4,14.55,14.55,N,,,,N,,N,,
215456,2/11/2025,3,I,NUTRIB,NB-3697-CS,3697,CUTLERY COMBO EX HEAVY BLK,70,,70,2/25/2025,0,,16,1120,0,N,0,0,0,0,Best Way,CS,CS,1,70,70,0,CS,1,4,16,16,N,,,,N,,N,,
215456,2/11/2025,4,I,NUTRIB,NB-3930-CS,3930,XHWPP BLK FORK 10/100,26,,26,2/25/2025,0,,14.55,378.3,0,N,0,0,0,0,Best Way,CS,CS,1,26,26,0,CS,1,4,14.55,14.55,N,,,,N,,N,,
215454-1,2/11/2025,1,I,DADEP100,ID-8J8-CS,80097,8oz WHITE FOAM CUP,6,,6,2/25/2025,0,,30.59,183.54,0,N,0,0,0,0,Best Way,CS,CS,1,6,6,0,CS,1,4,30.59,30.59,N,,,,N,,N,,
215448-1,2/5/2025,1,I,AMSAN100,HD-SBSGPF3LDQ-EA,SBSGPF3LDQ,GRITTY FOAM DISPENSER BLK 3250,1,,1,5/13/2025,0,,8.92,8.92,0,N,0,0,0,0,Best Way,Each,Each,1,1,1,0,Each,1,4,8.92,8.92,N,,,,N,,N,,
215455-1,2/11/2025,1,I,AMSAN100,HD-HP132-CS,HP132,48MM X 914M CLEAR HOT MELT,3,,3,3/19/2025,0,,135.78,407.34,0,N,0,0,0,0,Best Way,CS,CS,1,3,3,0,CS,1,4,135.78,135.78,N,,,,N,,N,,
215457,2/14/2025,1,I,BOCBOA,BB-MB-72-70#-RL,810857020225,KRAFT PAPER 514',20,,20,3/6/2025,0,,47.6,952,0,N,62.64,0,1252.8,0,Best Way,RL,RL,1,20,20,0,RL,1,4,47.6,47.6,N,,,,N,,N,,
215457,2/14/2025,2,I,BOCBOA,BB-MB-18-40#-RL,854077002388,KRAFT PAPER 900',25,,25,3/6/2025,0,,13.65,341.25,0,N,15.66,0,391.5,0,Best Way,RL,RL,1,25,25,0,RL,1,4,13.65,13.65,N,,,,N,,N,,
215457,2/14/2025,3,I,BOCBOA,MB-60-70#-RL,810857022984,KRAFT PAPER 514',20,,20,3/6/2025,0,,39.67,793.4,0,N,0,0,0,0,Best Way,RL,RL,1,20,20,0,RL,1,4,39.67,39.67,N,,,,N,,N,,
215457,2/14/2025,4,I,BOCBOA,BB-48 B-FLUTE-RL,48BFLUTE,SINGLE FACE CORRUGATED 250',15,,15,3/6/2025,0,,46.44,696.6,0,N,57.6,0,864,0,Best Way,RL,RL,1,15,15,0,RL,1,4,46.44,46.802,N,,,,N,,N,,
215457,2/14/2025,5,I,BOCBOA,BB-MB-24-40#-RL,"24""-40#",KRAFT PAPER 900',10,,10,3/6/2025,0,,18.2,182,0,N,20.88,0,208.8,0,Best Way,RL,RL,1,10,10,0,RL,1,4,18.2,18.2,N,,,,N,,N,,
215457,2/14/2025,6,I,BOCBOA,BB-MB-36-40#-RL,854077002425,KRAFT PAPER 900',11,,11,3/6/2025,0,,27.32,300.52,0,N,31.32,0,344.52,0,Best Way,RL,RL,1,11,11,0,RL,1,4,27.32,27.32,N,,,,N,,N,,
215458,2/14/2025,1,I,DADEP100,ID-CM02032S-EA,D07670,#32 4-PLY COTTON MOPHEAD,2,,2,2/25/2025,0,,44,88,0,N,0,0,0,0,Best Way,EA,CS,12,24,24,0,CS,1,4,3.6667,3.6667,N,,,,N,,N,,
215458,2/14/2025,2,I,DADEP100,ID-CM02024S-EA,D07660,#24 4-PLY COTTON MOPHEAD,2,,2,2/25/2025,0,,32.46,64.92,0,N,0,0,0,0,Best Way,EA,CS,12,24,24,0,CS,1,4,2.705,2.705,N,,,,N,,N,,
215458,2/14/2025,3,I,DADEP100,ID-IB1120-CS,IB1120,8# 11X20 1.5MIL ICE BAG,3,,3,2/25/2025,0,,59.25,177.75,0,N,0,0,0,0,Best Way,CS,CS,1,3,3,0,CS,1,4,59.25,59.25,N,,,,N,,N,,
215458,2/14/2025,4,I,DADEP100,ID-X50-CS,337025,WYPALL X50 FOOD SVC TOWEL,15,,15,2/25/2025,0,,27.51,412.65,0,N,0,0,0,0,Best Way,CS,CS,1,15,15,0,CS,1,4,27.51,27.51,N,,,,N,,N,,
215459,2/14/2025,1,I,AMSAN100,HD-REN06477-CS,312255594,"PREMIUM 8""X1000' ROLL TOWEL",20,,20,2/21/2025,0,,53.77,1075.4,0,N,0,0,0,0,Best Way,CS,CS,1,20,20,0,CS,1,4,53.77,53.77,N,,,,N,,N,,
215459,2/14/2025,2,I,AMSAN100,HD-ECIK-800-6-CS,ECIK-800-6,BROWN ROLL TOWEL 8X800,40,,40,2/21/2025,0,,23.89,955.6,0,N,0,0,0,0,Best Way,CS,CS,1,40,40,0,CS,1,4,23.89,23.89,N,,,,N,,N,,
215459,2/14/2025,3,I,AMSAN100,HD-ECIB-800-6-CS,ECIB-800-6,ROLL TOWEL WHITE 6X8006/CS,40,,40,2/21/2025,0,,36.06,1442.4,0,N,0,0,0,0,Best Way,CS,CS,1,40,40,0,CS,1,4,36.06,36.06,N,,,,N,,N,,
215459,2/14/2025,4,I,AMSAN100,HD-ECI9-2JRT-CS,ECI9-2JRT,"9"" 2-PLY JR JUMBO TISSUE 12/CS",30,,30,2/21/2025,0,,21.74,652.2,0,N,0,0,0,0,Best Way,CS,CS,1,30,30,0,CS,1,4,21.74,21.74,N,,,,N,,N,,
215460,2/14/2025,1,I,LITTLE,LC-1FGPA0859-CS,1FGPA0859,"15""x15"" 45# FREEZER PAPER",200,,200,2/14/2025,0,,16.21,3242,0,N,0,100,0,20000,Best Way,CS,CS,1,200,200,0,CS,1,4,16.21,16.21,N,,,,N,,N,,
215460,2/14/2025,2,I,LITTLE,LC-1FG-PL2233-CS,1-FG-PL2233,"16.375"" X 17"" PAN LINER",100,,100,2/14/2025,0,,29.84,2984,0,N,0,100,0,10000,Best Way,CS,CS,1,100,100,0,CS,1,4,29.84,29.84,N,,,,N,,N,,
215460,2/14/2025,3,I,LITTLE,LC-1FG-PL2221-CS,1FG-PL2221,"16.375"" X 24.35 PAN LINER",195,,195,2/14/2025,0,,39.92,7784.4,0,N,0,65,0,12675,Best Way,CS,CS,1,195,195,0,CS,1,4,39.92,39.92,N,,,,N,,N,,
215460,2/14/2025,4,I,LITTLE,LC-1FGPA1016-CS,1FGAP1016,"18""x18"" 45# FREEZER PAPER",200,,200,2/14/2025,0,,26.75,5350,0,N,0,100,0,20000,Best Way,CS,CS,1,200,200,0,CS,1,4,26.75,26.75,N,,,,N,,N,,
215461,2/17/2025,1,I,DADEP100,DP-300080-CS,300080,300080 DUBL VIEW SAND BAG,25,,25,2/25/2025,0,,112.05,2801.25,0,N,0,0,0,0,Best Way,CS,CS,1,25,25,0,CS,1,4,112.05,112.05,N,,,,N,,N,,
215461,2/17/2025,2,I,DADEP100,ID-02621-CS,PGC02621CT,MR CLEAN FINISHED FLOOR CLEANE,5,,5,2/25/2025,0,,54.66,273.3,0,N,0,0,0,0,Best Way,CS,CS,1,5,5,0,CS,1,4,54.66,54.66,N,,,,N,,N,,
215461,2/17/2025,3,I,DADEP100,ID-X50-CS,337025,WYPALL X50 FOOD SVC TOWEL,25,,25,2/25/2025,0,,27.51,687.75,0,N,0,0,0,0,Best Way,CS,CS,1,25,25,0,CS,1,4,27.51,27.51,N,,,,N,,N,,
215462,2/17/2025,1,I,DADEP100,ID-TS35-CS,266139,TS35 35oz CLEAR HINGED LID TUB,125,,125,2/28/2025,0,,39.68,4960,0,N,0,0,0,0,Best Way,CS,CS,1,125,125,0,CS,1,4,39.68,39.68,N,,,,N,,N,,
215462,2/17/2025,2,I,DADEP100,ID-TS11-CS,266119,TS11CCRJT 11oz GRAB and GO CUP,175,,175,2/28/2025,0,,25.92,4536,0,N,0,0,0,0,Best Way,CS,CS,1,175,175,0,CS,1,4,25.92,25.92,N,,,,N,,N,,
215462,2/17/2025,3,I,DADEP100,ID-TS24-CS,266142,TS24 SAFE-T-FRESH 24oz CLR,150,,150,2/28/2025,0,,32.8,4920,0,N,0,0,0,0,Best Way,CS,CS,1,150,150,0,CS,1,4,32.8,32.8,N,,,,N,,N,,
215462,2/17/2025,4,I,DADEP100,ID-TSSWR-CS,266194,TSSWR SNACKWARE CLAMSHELL,50,,50,2/28/2025,0,,43.38,2169,0,N,0,0,0,0,Best Way,CASE,CASE,1,50,50,0,CASE,1,4,43.38,43.38,N,,,,N,,N,,
215463,2/18/2025,1,I,DADEP100,ID-7162-CS,7162,9X10.75 FOIL SHEETS 6/500,2,,2,2/25/2025,0,,68.87,137.74,0,N,0,0,0,0,Best Way,CS,CS,1,2,2,0,CS,1,4,68.87,68.87,N,,,,N,,N,,
215463,2/18/2025,2,I,DADEP100,ID-8J8-CS,80097,8oz WHITE FOAM CUP,4,,4,2/25/2025,0,,30.59,122.36,0,N,0,0,0,0,Best Way,CS,CS,1,4,4,0,CS,1,4,30.59,30.59,N,,,,N,,N,,
215463,2/18/2025,3,I,DADEP100,ID-IB1221-CS,IB1221,10# ICE BAG 12X21 1.5ML,5,,5,2/25/2025,0,,53.34,266.7,0,N,0,0,0,0,Best Way,CS,CS,1,5,5,0,CS,1,4,53.34,53.34,N,,,,N,,N,,
215463,2/18/2025,4,I,DADEP100,ID-20SL-CS,82178,STRAW SLOT TRANSLUCENT LID FOR,5,,5,2/25/2025,0,,46.12,230.6,0,N,0,0,0,0,Best Way,CS,CS,1,5,5,0,CS,1,4,46.12,46.12,N,,,,N,,N,,
215463,2/18/2025,5,I,DADEP100,ID-16SL-CS,81173,STRAW SLOTTED TRANS LID(16J16),5,,5,2/25/2025,0,,28.59,142.95,0,N,0,0,0,0,Best Way,CS,CS,1,5,5,0,CS,1,4,28.59,28.59,N,,,,N,,N,,
215464,2/19/2025,1,I,AMSAN100,HD-REN06148-CS,REN06148,PREMIUM BATH TISSUE 2 PLY 80/C,15,,15,2/21/2025,0,,53.71,805.65,0,N,0,0,0,0,Best Way,CS,CS,1,15,15,0,CS,1,4,53.71,53.71,N,,,,N,,N,,
215464,2/19/2025,2,I,AMSAN100,HD-REN06130-WB,REN06130-WB,BROWN ROLL TOWEL (Y) KNOTCH,10,,10,2/21/2025,0,,58.53,585.3,0,N,0,0,0,0,Best Way,CS,CS,1,10,10,0,CS,1,4,58.53,58.53,N,,,,N,,N,,
215464,2/19/2025,3,I,AMSAN100,HD-REN06001-CS,REN06001-WB,KITCHEN ROLL TOWEL 85CT/30/CS,30,,30,2/21/2025,0,,32.74,982.2,0,N,0,0,0,0,Best Way,CS,CS,1,30,30,0,CS,1,4,32.74,32.74,N,,,,N,,N,,
215464,2/19/2025,4,I,AMSAN100,HD-REN02115-CS,REN02115,WHITE CLEANING PAD  20/CS,10,,10,2/21/2025,0,,4.6,46,0,N,0,0,0,0,Best Way,Each,Each,1,10,10,0,Each,1,4,4.6,4.6,N,,,,N,,N,,
215464,2/19/2025,5,I,AMSAN100,HD-ECI500-CS,ECI500,TOILET TISSUE 96/500 SHEETS,10,,10,2/21/2025,0,,38.98,389.8,0,N,0,0,0,0,Best Way,Each,Each,1,10,10,0,Each,1,4,38.98,38.98,N,,,,N,,N,,
215466,2/20/2025,1,I,AMSAN100,HD-REN23314-CS,REN23314-CA,33X39 .74 MIL WHITE,4,,4,2/25/2025,0,,21.45,85.8,0,N,0,0,0,0,Best Way,CS,CS,1,4,4,0,CS,1,4,21.45,21.45,N,,,,N,,N,,
215466,2/20/2025,2,I,AMSAN100,HD-REN21512-CS,REN21512-CA,24X32 .45MIL WHITE,3,,3,2/25/2025,0,,29.91,89.73,0,N,0,0,0,0,Best Way,CS,CS,1,3,3,0,CS,1,4,29.91,29.91,N,,,,N,,N,,
215466,2/20/2025,3,I,AMSAN100,HD-ECI9-2JRT-CS,ECI9-2JRT,"9"" 2-PLY JR JUMBO TISSUE 12/CS",20,,20,2/25/2025,0,,21.74,434.8,0,N,0,0,0,0,Best Way,CS,CS,1,20,20,0,CS,1,4,21.74,21.74,N,,,,N,,N,,
215466,2/20/2025,4,I,AMSAN100,HD-REN02311-EA,REN02311,5x36 DUST MOP HEAD LOOP END,10,,10,2/25/2025,0,,12.12,121.2,0,N,0,0,0,0,Best Way,Each,Each,1,10,10,0,Each,1,4,12.12,12.12,N,,,,N,,N,,
215466,2/20/2025,5,I,AMSAN100,ID-1203NB-EA,REN02379,JANITOR SWING AWAY MOP HANDLE,6,,6,2/25/2025,0,,7.4,44.4,0,N,0,0,0,0,Best Way,EA,EA,1,6,6,0,EA,1,4,7.4,7.4,N,,,,N,,N,,
215466,2/20/2025,6,I,AMSAN100,HD-REN03997-EA,REN03997,"CORN BROOMS 55""",10,,10,2/25/2025,0,,5.69,56.9,0,N,0,0,0,0,Best Way,Each,Each,1,10,10,0,Each,1,4,5.69,5.69,N,,,,N,,N,,
215466,2/20/2025,7,I,AMSAN100,HD-REN02615-CS,REN02615,36x5 DUST MOP FRAME,12,,12,2/25/2025,0,,3.14,37.68,0,N,0,0,0,0,Best Way,Each,Each,1,12,12,0,Each,1,4,3.14,3.14,N,,,,N,,N,,
215467,2/21/2025,1,I,AMSAN100,HD-ECIK-800-6-CS,ECIK-800-6,BROWN ROLL TOWEL 8X800,20,,20,3/19/2025,0,,24.49,489.8,0,N,0,0,0,0,Best Way,CS,CS,1,20,20,0,CS,1,4,24.49,24.49,N,,,,N,,N,,
215467,2/21/2025,2,I,AMSAN100,ID-GPF3LNA-CS,SBSGPF3LNA,GRITTY FOAM HVYDTY CLEANER,10,,10,3/19/2025,0,,68.12,681.2,0,N,0,0,0,0,Best Way,CS,CS,1,10,10,0,CS,1,4,68.12,68.12,N,,,,N,,N,,
215468,2/24/2025,1,I,DADEP100,ID-PINKSUDS-CS,K01049,VIC BAY PINK RAINBOW DISH,10,,10,3/3/2025,0,,27.43,274.3,0,N,0,0,0,0,Best Way,CS,CS,1,10,10,0,CS,1,4,27.43,27.43,N,,,,N,,N,,
215468,2/24/2025,2,I,DADEP100,ID-1050-CS,D01050,NON-BUTYL FOAMING DEGREASER,3,,3,3/3/2025,0,,56.55,169.65,0,N,33,0,99,0,Best Way,GL,CS,4,12,12,0,CS,1,4,14.1375,14.1375,N,,,,N,,N,,
215468,2/24/2025,3,I,DADEP100,ID-16J16-CS,81163,16oz WHITE FOAM CUP(16SL),5,,5,3/3/2025,0,,62.69,313.45,0,N,0,0,0,0,Best Way,CS,CS,1,5,5,0,CS,1,4,62.69,62.69,N,,,,N,,N,,
215469,2/24/2025,1,I,AMSAN100,ID-GPF3LNA-CS,SBSGPF3LNA,GRITTY FOAM HVYDTY CLEANER,10,,10,3/19/2025,0,,68.12,681.2,0,N,0,0,0,0,Best Way,CS,CS,1,10,10,0,CS,1,4,68.12,68.12,N,,,,N,,N,,
215469,2/24/2025,2,I,AMSAN100,HD-CPC-01900-CS,CPC-01900,LIQUID SOFTSOAP HAND SOAP 4/1,6,,0,3/19/2025,0,,44.33,0,0,N,0,0,0,0,Best Way,CS,CS,1,6,0,0,CS,1,4,44.33,44.33,N,,,,N,,N,,
215469,2/24/2025,3,I,AMSAN100,HD-REN07108-MS,REN07108-MS,LAVENDER MULTI PURPOSE 12QTS,2,,2,3/19/2025,0,,39.6,79.2,0,N,0,0,0,0,Best Way,CS,CS,1,2,2,0,CS,1,4,39.6,39.6,N,,,,N,,N,,
