PONumber,PODate,LineNum,LineType,VendorAcct,SupplierPartNum,ItemCode,Description,NumOrdered,ExpReceiveDate,NumReceived,DateReceived,NumBO,BOExpReceiveDate,POCost,Amount,TaxableAmt,TaxFlag,PurchUnitShipWgt,PurchUnitShipCubes,TotalShipWgt,TotalShipCubes,Carrier,StockUnit,PurchUnit,PurchStockMult,StockQtyOrdered,StockQtyReceived,StockQtyBO,PurchCostUnit,PurchCostMult,CostRoundCtrl,StockUnitCost,StockUnitLandedCost,SpecialOrderFlag,SpecialOrderNum,SpecialOrderCustAcct,SpecialOrderCustName,HazMatFlag,HazMatCode,OneTimeCostFlag,,
201169,8/9/2010,13,I,SAAFEL,HOS-08411-BX,2058619,HOSPECO 4OZ CHERRY BOWL BLOCK,1,,1,8/10/2010,0,,6.87,6.87,0,N,0,0,0,0,Best Way,BX,BX,1,1,1,0,BX,1,4,6.87,6.87,N,,,,N,,N,,
201169,8/9/2010,14,I,SAAFEL,ID-057700-BX,5315117,"MARCAL 12""X12"" RED/WHT CHECK",1,,1,8/10/2010,0,,59.56,59.56,0,N,0,0,0,0,Best Way,BX,CS,5,5,5,0,CS,1,4,11.912,11.912,N,,,,N,,N,,
201169,8/9/2010,15,I,SAAFEL,ID-DAWN5-CS,2126047,P&G 5GAL DAWN DISH DETERGENT,1,,1,8/10/2010,0,,54.24,54.24,0,N,0,0,0,0,Best Way,PL,PL,1,1,1,0,PL,1,4,54.24,54.24,N,,,,N,,N,,
201169,8/9/2010,16,I,SAAFEL,ID-SCA-HK1975-CS,5280678,"SCA 9"" X11"" 2-PLY NAT TORK",4,,4,8/10/2010,0,,22.94,91.76,0,N,0,0,0,0,Best Way,CS,CS,1,4,4,0,CS,1,4,22.94,22.94,N,,,,N,,N,,
201169,8/9/2010,17,I,SAAFEL,ID-SF-428200-CS,1629233,SCT #300 3LB RED PLAID PAPER,1,,1,8/10/2010,0,,14.72,14.72,0,N,0,0,0,0,Best Way,CS,CS,1,1,1,0,CS,1,4,14.72,14.72,N,,,,N,,N,,
201169,8/9/2010,18,I,SAAFEL,SG-6284568-CS,4427780,"SPRING GROVE 9"" 2PLY JUMBO",3,,3,8/10/2010,0,,16.9,50.7,0,N,0,0,0,0,Best Way,CS,CS,1,3,3,0,CS,1,4,16.9,16.9,N,,,,N,,N,,
201169,8/9/2010,19,I,SAAFEL,DR-9CPWCR-CS,2025961,"9"" 3-COMP FOAM PLATE DART",5,,5,8/10/2010,0,,13.26,66.3,0,N,0,0,0,0,Best Way,CS,CS,1,5,5,0,CS,1,4,13.26,13.26,N,,,,N,,N,,
201169,8/9/2010,20,I,SAAFEL,SP-803-BX,5265606,4-7/8x4 LARGE FRENCH  FRY BAG,3,,3,8/10/2010,0,,6.96,20.88,0,N,0,0,0,0,Best Way,BX,BX,1,3,3,0,BX,1,4,6.96,6.96,N,,,,N,,N,,
201175,8/9/2010,1,I,UNISOU,ID-182020-CS,10384462,15X17 2-PLY NAPKIN 3000/CS,2,,2,8/10/2010,0,,37.25,74.5,0,N,0,0,0,0,THEIR TRUCK/PICKUP,CS,CS,1,2,2,0,CS,1,4,37.25,37.25,N,,,,N,,N,,
201175,8/9/2010,2,I,UNISOU,JRT-8002S-CS,10519095,"4"" X 1000'2-PLY TOILET TISSUE",21,,21,8/10/2010,0,,21.51,451.71,0,N,0,0,0,0,THEIR TRUCK/PICKUP,CS,CS,1,21,21,0,CS,1,4,21.51,21.51,N,,,,N,,N,,
201175,8/9/2010,3,I,UNISOU,KCC-04142-CS,10030346,"8""X800' NATURAL ROLL TOWEL(12)",19,,19,8/10/2010,0,,46.69,887.11,0,N,0,0,0,0,THEIR TRUCK/PICKUP,CS,CS,1,19,19,0,CS,1,4,46.69,46.69,N,,,,N,,N,,
201175,8/9/2010,4,I,UNISOU,US-U23120-CS,10388028,BLEACHED MULTIFOLD TOWEL,3,,3,8/10/2010,0,,21.55,64.65,0,N,0,0,0,0,THEIR TRUCK/PICKUP,CS,CS,1,3,3,0,CS,1,4,21.55,21.55,N,,,,N,,N,,
201175,8/9/2010,5,I,UNISOU,BOX-888-EA,10167918,"CORRUGATED BOX SCORED @ 6""",100,,100,8/10/2010,0,,0.27,27,0,N,0,0,0,0,THEIR TRUCK/PICKUP,EA,EA,1,100,100,0,EA,1,4,0.27,0.27,N,,,,N,,N,,
201175,8/9/2010,6,I,UNISOU,BOX-141414S-EA,10124572,"CORRUGATED BOX SCORED @12""&10""",100,,100,8/10/2010,0,,0.88,88,0,N,0,0,0,0,THEIR TRUCK/PICKUP,EA,EA,1,100,100,0,EA,1,4,0.88,0.88,N,,,,N,,N,,
201175,8/9/2010,7,I,UNISOU,BOX-48X40-EA,10501222,CORRUGATED SHEETS 150#,600,,600,8/10/2010,0,,0.69,414,0,N,0,0,0,0,THEIR TRUCK/PICKUP,EA,EA,1,600,600,0,EA,1,4,0.69,0.69,N,,,,N,,N,,
201175,8/9/2010,8,I,UNISOU,SB-BLEACH-CS,10306152,HOUSEHOLD BLEACH 5.25% (6/1GL),6,,6,8/10/2010,0,,7.59,45.54,0,N,0,0,0,0,THEIR TRUCK/PICKUP,CS,CS,1,6,6,0,CS,1,4,7.59,7.59,N,,,,N,,N,,
201175,8/9/2010,9,I,UNISOU,HD-KC-17713-CS,10441500,KLEENEX TOILET TISSUE 505SHT,3,,3,8/10/2010,0,,40.87,122.61,0,N,0,0,0,0,THEIR TRUCK/PICKUP,CS,CS,1,3,3,0,CS,1,4,40.87,40.87,N,,,,N,,N,,
201175,8/9/2010,10,I,UNISOU,HDREN04017-50-EA,10217672,OILDRI 50# BAG,40,,40,8/10/2010,0,,5.3,212,0,N,0,0,0,0,THEIR TRUCK/PICKUP,BG,BG,1,40,40,0,BG,1,4,5.3,5.3,N,,,,N,,N,,
201175,8/9/2010,11,I,UNISOU,KCC-91757-CS,10033425,SANITUFF CLNSR W/GRIT (2/3.5L),1,,1,8/10/2010,0,,47.98,47.98,0,N,0,0,0,0,THEIR TRUCK/PICKUP,CS,CS,1,1,1,0,CS,1,4,47.98,47.98,N,,,,N,,N,,
201175,8/9/2010,12,I,UNISOU,KC-01510-CS,10082154,SURPASS WHITE C-FOLD TOWELS,10,,10,8/10/2010,0,,29.19,291.9,0,N,0,0,0,0,THEIR TRUCK/PICKUP,CS,CS,1,10,10,0,CS,1,4,29.19,29.19,N,,,,N,,N,,
201175,8/9/2010,13,I,UNISOU,DP-GP-HB1990A-CS,10344833,"TOWN HOUSE, WHT HH ROLL 30/CS",5,,5,8/10/2010,0,,24.93,124.65,0,N,0,0,0,0,THEIR TRUCK/PICKUP,CS,CS,1,5,5,0,CS,1,4,24.93,24.93,N,,,,N,,N,,
201175,8/9/2010,14,I,UNISOU,US-U23121-CS,10479119,WAVE WHITE TOILET TISSUE 2-PLY,3,,3,8/10/2010,0,,41.03,123.09,0,N,0,0,0,0,THEIR TRUCK/PICKUP,CS,CS,1,3,3,0,CS,1,4,41.03,41.03,N,,,,N,,N,,
201175,8/9/2010,15,I,UNISOU,GP-CB530-CS,10090434,WHITE C-FOLD TOWEL 2400/CS,3,,3,8/10/2010,0,,18.66,55.98,0,N,0,0,0,0,THEIR TRUCK/PICKUP,CS,CS,1,3,3,0,CS,1,4,18.66,18.66,N,,,,N,,N,,
201175,8/9/2010,16,I,UNISOU,KC-01890-CS,10082156,WHITE SURPASS MULTIFOLD TOWELS,10,,10,8/10/2010,0,,25.67,256.7,0,N,0,0,0,0,THEIR TRUCK/PICKUP,CS,CS,1,10,10,0,CS,1,4,25.67,25.67,N,,,,N,,N,,
201175,8/9/2010,17,I,UNISOU,KC-02021-CS,10051214,"8""X400' BROWN ROLL TOWEL 12/CS",5,,2,8/10/2010,0,,26.81,53.62,0,N,0,0,0,0,THEIR TRUCK/PICKUP,CS,CS,1,5,2,0,CS,1,4,26.81,26.81,N,,,,N,,N,,
201147-1,8/2/2010,1,I,INTTAP,IT-170T2X55-CS,G2006,48MM X 50M TAN CARTON TAPE,108,,108,8/11/2010,0,,15.48,1671.84,0,N,0,0,0,0,BEST WAY,CS,CS,1,108,108,0,CS,1,4,15.48,15.48,N,,,,N,,N,,
201176,8/10/2010,1,I,SEATITE,ST-VB41616-CS,4X16X16X1-1/2,4X16X16X1-1/2 .008ML,50,,48,8/27/2010,0,,25.65,1231.2,0,N,0,0,0,0,Best Way,M,M,1,50,48,0,M,1,4,25.65,25.65,N,,,,N,,N,,
201176,8/10/2010,2,I,SEATITE,ST-VB21319-M,2-1/2X13-1/2X19-1/2,2-1/2X13-1/2X19-1/2X1-1/2,50,,58,8/27/2010,0,,34.48,1999.84,0,N,0,0,0,0,Best Way,M,M,1,50,58,0,M,1,4,34.48,34.48,N,,,,N,,N,,
201178,8/10/2010,1,I,TRADE100,TX-PS18-CS,PS18,"18"" CLEAR POLY SLEEVES 10/100",12,,12,8/19/2010,0,,28.35,340.2,0,N,0,0,0,0,Best Way,CS,CS,1,12,12,0,CS,1,4,28.35,28.35,N,,,,N,,N,,
201178,8/10/2010,2,I,TRADE100,TX-BC21-CS,BC21,"21"" BOUFFANT CAPS 10/100/CS",3,,3,8/19/2010,0,,23.63,70.89,0,N,0,0,0,0,Best Way,CS,CS,1,3,3,0,CS,1,4,23.63,23.63,N,,,,N,,N,,
201178,8/10/2010,3,I,TRADE100,PEALWH2846,P2846,"28""X46"" 1MIL CLEAR APRONS",8,,8,8/19/2010,0,,27.3,218.4,0,N,0,0,0,0,Best Way,CS,CS,1,8,8,0,CS,1,4,27.3,27.3,N,,,,N,,N,,
201178,8/10/2010,4,I,TRADE100,TX-P2846-2-CS,P2846-2,28x46 CLEAR POLY APRONS HEAVY,1,,1,8/19/2010,0,,28.8,28.8,0,N,0,0,0,0,Best Way,CS,CS,1,1,1,0,CS,1,4,28.8,28.8,N,,,,N,,N,,
201178,8/10/2010,5,I,TRADE100,TX-FMP500-CS,FMP500,EARLOOP FACE MASK 10/50/CS,3,,3,8/19/2010,0,,28,84,0,N,0,0,0,0,Best Way,CS,CS,1,3,3,0,CS,1,4,28,28,N,,,,N,,N,,
201178,8/10/2010,6,I,TRADE100,TX-LLG5201-BX,LLG5201,LARGE LATEX POWDER FREE GLOVE,5,,2,8/19/2010,3,,37.4,74.8,0,N,0,0,0,0,Best Way,BX,CS,10,50,20,30,CS,1,4,3.74,3.74,N,,,,N,,N,,
201178,8/10/2010,7,I,TRADE100,TX-LLG5101-BX,LLG5101,LARGE LATEX POWDERED GLOVE,6,,6,8/19/2010,0,,33,198,0,N,0,0,0,0,Best Way,BX,CS,10,60,60,0,CS,1,4,3.3,3.3,N,,,,N,,N,,
201178,8/10/2010,8,I,TRADE100,TX-VLG5101-BX,VLG5101,LARGE VINYL POWDERED GLOVE,25,,25,8/19/2010,0,,21.53,538.25,0,N,0,0,0,0,Best Way,BX,CS,10,250,250,0,CS,1,4,2.153,2.153,N,,,,N,,N,,
201178,8/10/2010,9,I,TRADE100,TX-NLG5201-BX,NLG5201,LRG NITRILE POWDER FREE GLOVE,24,,24,8/19/2010,0,,42.25,1014,0,N,0,0,0,0,Best Way,BX,CS,10,240,240,0,CS,1,4,4.225,4.225,N,,,,N,,N,,
201178,8/10/2010,10,I,TRADE100,TX-NMD5201-BX,NMD5201,MED NITRILE POWDER FREE GLOVE,19,,19,8/19/2010,0,,42.25,802.75,0,N,0,0,0,0,Best Way,BX,CS,10,190,190,0,CS,1,4,4.225,4.225,N,,,,N,,N,,
201178,8/10/2010,11,I,TRADE100,TX-LMD5201-BX,LMD5201,MEDIUM LATEX POWDER FREE GLOVE,3,,0,8/19/2010,3,,37.4,0,0,N,0,0,0,0,Best Way,BX,CS,10,30,0,30,CS,1,4,3.74,3.74,N,,,,N,,N,,
201178,8/10/2010,12,I,TRADE100,TX-NSM5201-BX,NSM5201,SMALL NITRILE POWDER FREE GLOV,12,,12,8/19/2010,0,,42.25,507,0,N,0,0,0,0,Best Way,BX,CS,10,120,120,0,CS,1,4,4.225,4.225,N,,,,N,,N,,
201178,8/10/2010,13,I,TRADE100,TX-LXL5101-BX,LXL5101,X-LRG LATEX POWDERED GLOVE,2,,2,8/19/2010,0,,33,66,0,N,0,0,0,0,Best Way,BX,CS,10,20,20,0,CS,1,4,3.3,3.3,N,,,,N,,N,,
201131,7/28/2010,8,I,QUALI100,BB-MB-72-70#-RL,"72"" 70",KRAFT PAPER 437',20,,0,8/12/2010,0,,25.7,0,0,N,62.64,0,0,0,Best Way,RL,RL,1,20,0,0,RL,1,4,25.7,25.7,N,,,,N,,N,,
201177,8/10/2010,1,I,LAGASS,BWK-20618-EA,BRU 20618,"18"" POLYPRO PUSH BROOM",12,,12,8/11/2010,0,,7.68,92.16,0,N,0,0,0,0,BEST WAY,EA,EA,1,12,12,0,EA,1,4,7.68,8.767,N,,,,N,,N,,
201177,8/10/2010,2,N,LAGASS,SSI-1-CS,SSI-1,SHEILA SHINE AEROSOLS 12-10OZ,1,,1,8/11/2010,0,,58.17,58.17,0,N,0,0,0,0,BEST WAY,CS,CS,1,1,1,0,CS,1,4,58.17,58.17,N,,,,N,,N,,
201177,8/10/2010,3,I,LAGASS,GOJ-7124-10-CS,GOJ-7124-10,LOTION CREAM SOAP 10/1000 ML,3,,3,8/11/2010,0,,58.94,176.82,0,N,0,0,0,0,BEST WAY,CS,CS,1,3,3,0,CS,1,4,58.94,58.94,N,,,,N,,N,,
201177,8/10/2010,4,I,LAGASS,SCJN-696503-CS,DRK-90940,WINDEX GLASS CLEANER 4/1GL,2,,2,8/11/2010,0,,38.25,76.5,0,N,0,0,0,0,BEST WAY,CS,CS,1,2,2,0,CS,1,4,38.25,38.25,N,,,,N,,N,,
201177,8/10/2010,5,I,LAGASS,GEN-1508-CS,GEN 1508,NATURAL MULTIFOLD TOWEL (4000),5,,5,8/11/2010,0,,13.37,66.85,0,N,0,0,0,0,BEST WAY,CS,CS,1,5,5,0,CS,1,4,13.37,13.37,N,,,,N,,N,,
201177,8/10/2010,6,N,LAGASS,CLO-70427-CS,CLO-70427,24 X 28 13 GAL KITCHEN BAGS/10,1,,1,8/11/2010,0,,11.67,11.67,0,N,0,0,0,0,BEST WAY,CS,CS,1,1,1,0,CS,1,4,11.67,11.67,N,,,,N,,N,,
201177,8/10/2010,7,I,LAGASS,GEN-1805-CS,GEN-1805,"8""X350' NAT HARDWOUND ROLL TWL",3,,3,8/11/2010,0,,15.22,45.66,0,N,0,0,0,0,BEST WAY,CS,CS,1,3,3,0,CS,1,4,15.22,15.22,N,,,,N,,N,,
201177,8/10/2010,8,N,LAGASS,ID-GOJ5162-CS,GOJ-5162-03,LUXURY FOAM ANTIBACTERIAL SOAP,4,,4,8/11/2010,0,,35.04,140.16,0,N,0,0,0,0,BEST WAY,CS,CS,1,4,4,0,CS,1,4,35.04,35.04,N,,,,N,,N,,
201177,8/10/2010,9,I,LAGASS,ID-BAG GK4-500,18604013,BROWN GROCERY SO BAG,2,,2,8/11/2010,0,,6.3,12.6,0,N,0,0,0,0,BEST WAY,BN,BN,1,2,2,0,BN,1,4,6.3,6.3,N,,,,N,,N,,
201177,8/10/2010,10,I,LAGASS,ID-BAG GK8-500,18600320,BROWN GROCERY SO BAG,3,,3,8/11/2010,0,,9.61,28.83,0,N,0,0,0,0,BEST WAY,BN,BN,1,3,3,0,BN,1,4,9.61,9.61,N,,,,N,,N,,
201177,8/10/2010,11,I,LAGASS,UNS-424C-EA,UNS 424C,WEB LOOP 24OZ COTTON MOPHEAD,1,,1,8/11/2010,0,,59.45,59.45,0,N,0,0,0,0,BEST WAY,EA,CS,12,12,12,0,CS,1,4,4.9542,4.9542,N,,,,N,,N,,
201177,8/10/2010,12,I,LAGASS,BWK-0109-CS,15905884,"6X6X3"" WHITE FOAM SANDWICH",4,,4,8/11/2010,0,,17.45,69.8,0,N,0,0,0,0,BEST WAY,CS,CS,1,4,4,0,CS,1,4,17.45,17.45,N,,,,N,,N,,
201177,8/10/2010,13,I,LAGASS,ID-20J16-CS,DCC 20J16,20OZ WHITE FOAM CUP(16SL),3,,3,8/11/2010,0,,16.32,48.96,0,N,0,0,0,0,BEST WAY,CS,CS,1,3,3,0,CS,1,4,16.32,16.32,N,,,,N,,N,,
201177,8/10/2010,14,I,LAGASS,ID-32TJ32-CS,DCC 32TJ32,32OZ WHITE FOAM CUP(32SL),4,,4,8/11/2010,0,,25.3,101.2,0,N,0,0,0,0,BEST WAY,CS,CS,1,4,4,0,CS,1,4,25.3,25.3,N,,,,N,,N,,
201177,8/10/2010,15,I,LAGASS,ID-32SL1-CS,DCC 32SL,STRAW SLOTTED TRAN LID(32TJ32),3,,3,8/11/2010,0,,13.25,39.75,0,N,0,0,0,0,BEST WAY,CS,CS,1,3,3,0,CS,1,4,13.25,13.25,N,,,,N,,N,,
201177,8/10/2010,16,I,LAGASS,ID-16SL-CS,12500158,STRAW SLOTTED TRANS LID(16J16),2,,2,8/11/2010,0,,10.62,21.24,0,N,0,0,0,0,BEST WAY,CS,CS,1,2,2,0,CS,1,4,10.62,10.62,N,,,,N,,N,,
201177,8/10/2010,17,I,LAGASS,ID-CM02032S-EA,CM2032S,#32 4-PLY COTTON MOPHEAD,2,,2,8/11/2010,0,,30.28,60.56,0,N,0,0,0,0,BEST WAY,EA,CS,12,24,24,0,CS,1,4,2.5233,2.5233,N,,,,N,,N,,
201177,8/10/2010,18,I,LAGASS,BWK-8100-CS,KCC-91220,PINK LOTION SOAP 12/800ML,2,,2,8/11/2010,0,,26.98,53.96,0,N,0,0,0,0,BEST WAY,CS,CS,1,2,2,0,CS,1,4,26.98,26.98,N,,,,N,,N,,
201177,8/10/2010,19,I,LAGASS,AB-BR10002BW-CS,BR10002BW,WAREHOUSE BROOM BLENDED 4 SEWS,2,,2,8/11/2010,0,,25.52,51.04,0,N,0,0,0,0,BEST WAY,CS,CS,1,2,2,0,CS,1,4,25.52,25.52,N,,,,N,,N,,
201177,8/10/2010,20,I,LAGASS,RCP-2005CHA-EA,2005CH,HEAVY DUTY DUST PAN,12,,12,8/11/2010,0,,3.2,38.4,0,N,0,0,0,0,BEST WAY,EA,EA,1,12,12,0,EA,1,4,3.2,3.2,N,,,,N,,N,,
201177,8/10/2010,21,I,LAGASS,BWK-0101,0101BW,LRG FOAM 3-COMP CARRYOUT(200),2,,2,8/11/2010,0,,15.06,30.12,0,N,0,0,0,0,BEST WAY,CS,CS,1,2,2,0,CS,1,4,15.06,15.06,N,,,,N,,N,,
201177,8/10/2010,22,I,LAGASS,HD-GPT16880-CS,PGC 23992,CHARMIN 1PLY TOILET TISSUE,4,,4,8/11/2010,0,,40.36,161.44,0,N,0,0,0,0,BEST WAY,CS,CS,1,4,4,0,CS,1,4,40.36,40.36,N,,,,N,,N,,
201177,8/10/2010,23,I,LAGASS,DRK-90139-CS,DRK 90139,WINDEX GLASS CLEANER 12/32OZ,2,,2,8/11/2010,0,,45.9,91.8,0,N,0,0,0,0,BEST WAY,CS,CS,1,2,2,0,CS,1,4,45.9,45.9,N,,,,N,,N,,
201177,8/10/2010,24,I,LAGASS,REN03978-EA,BRU 20418,"18"" GRAY FLAGGRD PUSH BROOM",12,,12,8/11/2010,0,,9.45,113.4,0,N,0,0,0,0,BEST WAY,EA,EA,1,12,12,0,EA,1,4,9.45,9.493,N,,,,N,,N,,
201177,8/10/2010,25,I,LAGASS,UNS-609-EA,UNS-609,SPRING GRIP 1-1/8X60 MOP HANDE,2,,2,8/11/2010,0,,9.84,19.68,0,N,0,0,0,0,BEST WAY,EA,EA,1,2,2,0,EA,1,4,9.84,9.84,N,,,,N,,N,,
201177,8/10/2010,26,I,LAGASS,UNS-1336-EA,UNS-1336,5X36 COTTON DUST MOPHEAD,3,,3,8/11/2010,0,,7.83,23.49,0,N,0,0,0,0,BEST WAY,EA,EA,1,3,3,0,EA,1,4,7.83,7.83,N,,,,N,,N,,
201177,8/10/2010,27,N,LAGASS,DRK-94898-CS,DRK-94898,RAID WASP & HORNET SPRAY,1,,1,8/11/2010,0,,51.5,51.5,0,N,0,0,0,0,BEST WAY,CS,CS,1,1,1,0,CS,1,4,51.5,51.5,N,,,,N,,N,,
201177,8/10/2010,28,I,LAGASS,PGC-47796-CS,PGC 28838,BOUNTY PERFORATED TOWEL 2-PLY,3,,3,8/11/2010,0,,41.13,123.39,0,N,0,0,0,0,BEST WAY,CS,CS,1,3,3,0,CS,1,4,41.13,41.13,N,,,,N,,N,,
201177,8/10/2010,29,I,LAGASS,ID-PLD00046-CS,HURRICANE 40,HURRICANE 40 LAUNDRY DETERGENT,1,,1,8/11/2010,0,,16.69,16.69,0,N,0,0,0,0,BEST WAY,EA,EA,1,1,1,0,EA,1,4,16.69,16.69,N,,,,N,,N,,
201177,8/10/2010,30,I,LAGASS,AMR-1047809-EA,1131,TIME MIST METERED AEROSOL DISP,2,,1,8/11/2010,0,,21.24,21.24,0,N,0,0,0,0,BEST WAY,EA,EA,1,2,1,0,EA,1,4,21.24,21.24,N,,,,N,,N,,
201102-1,7/21/2010,1,I,OKLRIG,OR-UL125-EA,UL125,BERNZOMATIC PENCIL TORCH KIT,6,,0,8/19/2010,6,,22.39,0,0,N,0,0,0,0,BEST WAY,EA,EA,1,6,0,6,EA,1,4,22.39,24.523,N,,,,N,,N,,
201102-1,7/21/2010,2,I,OKLRIG,OR 3100-2-RL,3100-2 JESUP,"2""X60YD SAFETY TAPE(WALK)",6,,6,8/19/2010,0,,14.8133,88.88,0,N,0,0,0,0,BEST WAY,RL,RL,1,6,6,0,RL,1,4,14.8133,16.0113,N,,,,N,,N,,
201173,8/9/2010,22,I,FORPLA,FP-IM40WH-CS,IM40WH,33X40 WHITE 33GL (150),10,,10,8/12/2010,0,,12.57,125.7,0,N,0,0,0,0,BEST WAY,CS,CS,1,10,10,0,CS,1,4,12.57,12.57,N,,,,N,,N,,
201179,8/11/2010,1,I,POSPAP,ID-19070DT-CS,19070DT,"2-1/4"" X200' THERMAL PAPER(50)",3,,3,8/13/2010,0,,37.25,111.75,0,N,0,0,0,0,Best Way,CS,CS,1,3,3,0,CS,1,4,37.25,37.25,N,,,,N,,N,,
201179,8/11/2010,2,I,POSPAP,ID-1300-165-CS,19021B,"3""X165' 1-PLY BOND PAPER 50/CS",2,,2,8/13/2010,0,,21.95,43.9,0,N,0,0,0,0,Best Way,CS,CS,1,2,2,0,CS,1,4,21.95,21.95,N,,,,N,,N,,
201180,8/11/2010,1,S,NAPA,,,313A AMBER STROBE LITE,1,,1,8/11/2010,0,,120.39,120.39,0,N,0,,0,0,Best Way,EA,EA,1,1,1,0,EA,1,4,120.39,120.39,N,,,,N,,N,,
201181,8/11/2010,1,I,SAAFEL,GNP-BWS916-CS,2284858,PLASTIC DOME BOWL LID F/12OZ,20,,20,9/1/2010,0,,16.52,330.4,0,N,0,0,0,0,Best Way,CS,CS,1,20,20,0,CS,1,4,16.52,16.52,N,,,,N,,N,,
201181,8/11/2010,2,I,SAAFEL,GNP-CW012-3L-CS,5445386,ROUND PLASTIC BLACK 12OZ BOWL,20,,20,9/1/2010,0,,23.12,462.4,0,N,0,0,0,0,Best Way,CS,CS,1,20,20,0,CS,1,4,23.12,23.12,N,,,,N,,N,,
201182,8/12/2010,1,S,PASHAR,,,IRWIN-7WR VISE GRIP PLIERS,1,,1,8/12/2010,0,,11.12,11.12,0,N,0,,0,0,BEST WAY,ea,ea,1,1,1,0,ea,1,4,11.12,11.12,N,,,,N,,N,,
201183,8/12/2010,1,N,T&TMAN,TT-6-4MIL-RL,"TT-6""4MIL","6"" 4MIL POLYTUBING 1100'",6,,6,8/17/2010,0,,42.5,255,0,N,0,0,0,0,PICKUP,RL,RL,1,6,6,0,RL,1,4,42.5,42.5,N,,,,N,,N,,
201184,8/12/2010,1,I,LAGASS,HD-WDC-10383-CS,WDC 10383,LAVA 4OZ PUMICE BAR SOAP (48),3,,3,8/13/2010,0,,34.81,104.43,0,N,0,0,0,0,BEST WAY,CS,CS,1,3,3,0,CS,1,4,34.81,34.81,N,,,,N,,N,,
201184,8/12/2010,2,N,LAGASS,ID-5161-03-CS,GOJ-5161-03,C-LUXURY FOAM HANDWASH FMX-12,2,,2,8/13/2010,0,,32.22,64.44,0,N,0,0,0,0,BEST WAY,CS,CS,1,2,2,0,CS,1,4,32.22,32.22,N,,,,N,,N,,
201184,8/12/2010,3,I,LAGASS,HD-CPC-01900-CS,CPC-01900,LIQUID SOFTSOAP HAND SOAP 4/1,2,,2,8/13/2010,0,,35.7,71.4,0,N,0,0,0,0,BEST WAY,CS,CS,1,2,2,0,CS,1,4,35.7,35.7,N,,,,N,,N,,
201184,8/12/2010,4,S,LAGASS,,GOJ 2235,GOJ-2235 2000ML NXT DISP,1,,1,8/13/2010,0,,10,10,0,N,0,0,0,0,BEST WAY,EA,EA,1,1,1,0,EA,1,4,10,10,Y,104871,442085,DANDEE FOODS,N,,N,,
201184,8/12/2010,5,S,LAGASS,,DRK 94782,DRK-94782 SUPER FRESH AF(12),1,,1,8/13/2010,0,,39.5,39.5,0,N,0,0,0,0,BEST WAY,EA,EA,1,1,1,0,EA,1,4,39.5,39.5,Y,104870,140012,COASTAL INDUSTRIES,N,,N,,
201184,8/12/2010,6,N,LAGASS,DEL-18WHITE-RL,BWK BUTCH1840900,"18"" WHITE BUTCHER PAPER",3,,3,8/13/2010,0,,14.71,44.13,0,N,0,0,0,0,BEST WAY,RL,RL,1,3,3,0,RL,1,4,14.71,14.71,N,,,,N,,N,,
201184,8/12/2010,7,I,LAGASS,BAG GX5-2M-BL,BAG GX5-500,5# HEAVY DUTY SO BAG,1,,1,8/13/2010,0,,33.08,33.08,0,N,0,0,0,0,BEST WAY,BL,BL,1,1,1,0,BL,1,4,33.08,33.08,N,,,,N,,N,,
201184,8/12/2010,8,I,LAGASS,10#HVYDTY-1M-BL,BAG GH10,10# HEAVY DUTY SO BAGS,2,,2,8/13/2010,0,,29.24,58.48,0,N,0,0,0,0,BEST WAY,BL,BL,1,2,2,0,BL,1,4,29.24,29.24,N,,,,N,,N,,
201184,8/12/2010,9,I,LAGASS,ID-OC095504-CS,GOJ-0955-04,ORANGE HAND CLEANER W/PUMICE,3,,3,8/13/2010,0,,48.31,144.93,0,N,0,0,0,0,BEST WAY,CS,CS,1,3,3,0,CS,1,4,48.31,48.31,N,,,,N,,N,,
201184,8/12/2010,10,I,LAGASS,AMR-1047809-EA,1131,TIME MIST METERED AEROSOL DISP,2,,2,8/13/2010,0,,21.24,42.48,0,N,0,0,0,0,BEST WAY,EA,EA,1,2,2,0,EA,1,4,21.24,21.24,N,,,,N,,N,,
201184,8/12/2010,11,I,LAGASS,CPC-74164-CS,CPC-74164,QUIK-SOLV SPRAY CLEANER 12/1QT,2,,2,8/13/2010,0,,32.86,65.72,0,N,0,0,0,0,BEST WAY,CS,CS,1,2,2,0,CS,1,4,32.86,32.86,N,,,,N,,N,,
201184,8/12/2010,12,N,LAGASS,FRS-12-4G-CI-CS,FRS-12-4G-CI,REFRESH GEL 12/5OZ CANS,4,,4,8/13/2010,0,,21.65,86.6,0,N,0,0,0,0,BEST WAY,CS,CS,1,4,4,0,CS,1,4,21.65,21.65,N,,,,N,,N,,
201184,8/12/2010,13,I,LAGASS,CLO-41772-CS,CLO-41772,PINE SOL ORANGE ENERGY 3/144OZ,2,,2,8/13/2010,0,,22.74,45.48,0,N,0,0,0,0,BEST WAY,CS,CS,1,2,2,0,CS,1,4,22.74,22.74,N,,,,N,,N,,
201184,8/12/2010,14,I,LAGASS,APM-276-CS,APM 276,TOILET TISSUE 2PLY 500SHT 96CS,7,,7,8/13/2010,0,,26.25,183.75,0,N,0,0,0,0,BEST WAY,CS,CS,1,7,7,0,CS,1,4,26.25,26.25,N,,,,N,,N,,
