ItemCode,ItemDescription,ItemExtendedDescription,ItemType,WHCode,WHDescription,StockUnit,BinNumber,ReorderPoint,LinePoint,ReorderQty,StockLevel,ShippedStock,ReceivedStock,StockOnHand,ReservedStock,StockAvailable,ItemAveUnitCost,StockValue,OnOrderFlag,OnOrderDate,OnOrderPONumber,OnOrderQty,OnOrderUnitCost,OnOrderExpectDate,OnOrderVendorAcct,OnOrderVendorName,TotalOnOrderQty,LastReceiveDate,LastReceivePONumber,FirstSaleDate,LastSaleDate,ReorderInfoCalcFlag,WHAveDayUsage,TransferInfoCalcFlag,TransferPoint,TransferQty,ItemID,WHID,VendorID,
ID-D00014-CS,CARPET DEFOAMER 4/1GA,,I,*MAIN,Main Warehouse,CS,,0,0,0,4,0,0,4,0,4,39.6033,158.41,N,,,0,0,,0,(No Supplier Assigned),0,7/30/2025,215710,11/5/2024,12/18/2025,Y,0.0056,N,0,0,112068,1,10306,
ID-C00185-CS,NEUTRAL CLEANER DISINFETANT,4/1GA,I,*MAIN,Main Warehouse,CS,,0,0,0,0,0,0,0,0,0,55.37,0,N,,,0,0,,0,(No Supplier Assigned),0,,,,,Y,0,N,0,0,112069,1,10306,
ID-C99938-CS,PEROXIDE CITRUS 2 IN 1 RTU,12/32oz,I,*MAIN,Main Warehouse,CS,,0,0,0,0,0,0,0,0,0,31.8,0,N,,,0,0,,0,(No Supplier Assigned),0,,,,,Y,0,N,0,0,112070,1,10306,
ID-61611WHT-CS,"9"" PLASTIC PLATE WHITE",500/CS,I,*MAIN,Main Warehouse,CS,,0,0,0,0,0,0,0,0,0,90.55,0,N,,,0,0,,0,(No Supplier Assigned),0,9/5/2023,214719,9/28/2023,9/28/2023,Y,0,N,0,0,112074,1,10306,
ID-42025-CS,WASH & BL FRENCH TERRY TOWEL,WHT RAGS 25LB/CS,I,*MAIN,Main Warehouse,CS,,0,0,0,0,0,0,0,0,0,54.4,0,N,,,0,0,,0,(No Supplier Assigned),0,,,,,Y,0,N,0,0,112075,1,10306,
HD-REN02613-CS,"24"" DUST MOP FRAME",,I,*MAIN,Main Warehouse,Each,,0,0,0,0,0,0,0,0,0,3.49,0,N,,,0,0,,0,(No Supplier Assigned),0,9/7/2023,214722,9/14/2023,9/14/2023,Y,0,N,0,0,112076,1,10432,
LD-3740A-CS,6X9 4MIL ZIPPER BAG,1000/CS,I,*MAIN,Main Warehouse,CS,,0.1665,0,0,13,0,0,13,0,13,42.25,549.25,N,,,0,0,,0,(No Supplier Assigned),0,4/29/2024,215048,10/10/2023,7/11/2025,Y,0,N,0,0,112077,1,10136,
WP-PSB80-CS,"18""-80  1500' BLOWN HAND FILM",4 RL/CS,I,*MAIN,Main Warehouse,CS,,0,0,0,0,0,0,0,0,0,53.57,0,N,,,0,0,,0,(No Supplier Assigned),0,,,,,Y,0,N,0,0,112078,1,10229,
ID-56TR-CS,TWIN JRT TISSUE DISPENSER,,I,*MAIN,Main Warehouse,Each,,0,0,0,-11,0,0,-11,0,-11,34.75,-382.25,N,,,0,0,,0,(No Supplier Assigned),0,10/16/2023,214781,3/28/2024,3/30/2026,Y,0.0611,N,0,0,112081,1,10306,
HD-20100PSCLR-CS,20x100 CLEAR POLY SHEET 6MIL,2000sqft,I,*MAIN,Main Warehouse,Each,,0.6394,0.2502,1.668,0,0,0,0,0,0,102,0,N,,,0,0,,0,(No Supplier Assigned),0,9/16/2025,215775,11/3/2023,9/17/2025,Y,0,N,0,0,112082,1,10432,
WP-HCL75-CS,"18"" CORELESS STRETCH FILM 1500",HYBRiD80 PRE STRETCHED,I,*MAIN,Main Warehouse,CS,,0,0,0,44,0,0,44,0,44,31.4,1381.6,N,,,0,0,,0,(No Supplier Assigned),0,11/7/2023,214805,10/27/2023,2/5/2024,Y,0,N,0,0,112083,1,10229,
SP-51805342-CS,12X17 PRODUCE BAGS 2/1000,,I,*MAIN,Main Warehouse,CS,,0,0,0,5,0,0,5,0,5,26.77,133.85,N,,,0,0,,0,(No Supplier Assigned),0,8/15/2024,215223,,,Y,0,N,0,0,112084,1,10279,
48X40 1B PALLET,48X40 GRADE B PALLET,,I,*MAIN,Main Warehouse,Each,,0,0,0,0,0,0,0,0,0,5.5,0,N,,,0,0,,0,(No Supplier Assigned),0,6/17/2025,215646,,,Y,0,N,0,0,112090,1,10314,
ID-460200-CS,FOAMYIQ CRANBERRY ICE,"HAND, HAIR & BODY  4/1250ML",I,*MAIN,Main Warehouse,CS,,0.1554,0,0,1,0,0,1,0,1,40.49,40.49,N,,,0,0,,0,(No Supplier Assigned),0,12/11/2025,215908,2/26/2024,2/10/2026,Y,0.0222,N,0,0,112095,1,10306,
HD-310384623-EA,BRACKET- FOAMYIQ,,I,*MAIN,Main Warehouse,Each,,0,0,0,141,0,0,141,0,141,0.0099,1.4,N,,,0,0,,0,(No Supplier Assigned),0,8/6/2025,215726,,,Y,0,N,0,0,112096,1,10432,
BOX-241712,CORRUGATED BOX 24X17X12,,I,*MAIN,Main Warehouse,Each,,3.7508,1.2503,5.001,40,0,0,40,0,40,2.0118,80.47,N,,,0,0,,0,(No Supplier Assigned),0,1/31/2025,215424,3/20/2024,2/27/2026,Y,0.2778,N,0,0,112097,1,10067,
BOX-SHEET2416-EA,CORRUGATED SHEET 24X16,,I,*MAIN,Main Warehouse,Each,,18.7493,6.2498,24.999,200,0,0,200,0,200,0.5614,112.28,N,,,0,0,,0,(No Supplier Assigned),0,3/17/2026,216035,3/5/2024,3/13/2026,Y,1.9444,N,0,0,112098,1,10067,
BOX-40188-EA,CORRUGATED BOX 40X18X8,,I,*MAIN,Main Warehouse,Each,,0,0,0,40,0,0,40,0,40,2.8694,114.78,N,,,0,0,,0,(No Supplier Assigned),0,2/27/2024,214935,,,Y,0,N,0,0,112100,1,10067,
BOX-24184-EA,CORRUGATED BOX 24X18X4,,I,*MAIN,Main Warehouse,Each,,6.624,2.208,8.832,242,50,0,192,0,192,1.3977,338.24,N,,,0,0,,0,(No Supplier Assigned),0,2/17/2026,215994,3/5/2024,1/22/2026,Y,0.2778,N,0,0,112101,1,10067,
BOX-36642-EA,CORRUGATED BOX 36X6X42,,I,*MAIN,Main Warehouse,Each,,1.2503,1.2503,5.001,90,15,0,75,0,75,6.9284,623.56,N,,,0,0,,0,(No Supplier Assigned),0,5/13/2024,215054,3/20/2024,4/14/2025,Y,0,N,0,0,112102,1,10067,
BOX-181816-EA,CORRUGATED BOX 18X18X16,,I,*MAIN,Main Warehouse,Each,,6.2505,2.0835,8.334,80,25,0,55,10,45,1.6362,130.9,N,,,0,0,,0,(No Supplier Assigned),0,3/18/2024,214973,3/5/2024,12/19/2025,Y,0.1389,N,0,0,112103,1,10067,
HD-310498134-CS,RTD CHEM GLASS & MULTI-PURP,2/1.5L,I,*MAIN,Main Warehouse,CS,,0.1169,0,0,-2,0,0,-2,0,-2,75.29,-150.58,N,,,0,0,,0,(No Supplier Assigned),0,12/11/2025,215908,2/26/2024,4/15/2026,Y,0.0222,N,0,0,112112,1,10432,
HD10218500,RTD CHEM NEUTRAL DISINFECTANT,5L,I,*MAIN,Main Warehouse,Each,,0.1169,0,0,2,0,0,2,0,2,38.98,77.96,N,,,0,0,,0,(No Supplier Assigned),0,7/11/2025,215675,2/26/2024,10/8/2025,Y,0,N,0,0,112114,1,10432,
HD-10218700-CS,FOAMYIQ EUCALYPTUS MINT,SANITIZER 4/1250ML,I,*MAIN,Main Warehouse,CS,,0,0,0,0,0,0,0,0,0,50.61,0,N,,,0,0,,0,(No Supplier Assigned),0,2/18/2026,215990,2/26/2024,2/17/2026,Y,0.0111,N,0,0,112116,1,10432,
BOX-301212-EA,CORRUGATED BOX 30X12X12,,I,*MAIN,Main Warehouse,Each,,7.4993,2.4998,9.999,90,60,0,30,0,30,1.76,158.4,N,,,0,0,,0,(No Supplier Assigned),0,2/18/2026,215987,3/11/2024,2/18/2026,Y,0.1667,N,0,0,112121,1,10067,
BOX-181836-EA,CORRUGATED BOX 18X18X36,,I,*MAIN,Main Warehouse,Each,,2.0835,2.0835,8.334,25,25,0,0,0,0,4.1642,104.11,N,,,0,0,,0,(No Supplier Assigned),0,11/3/2025,215843,3/11/2024,11/5/2025,Y,0.1389,N,0,0,112122,1,10067,
BOX-36530-EA,CORRUGATED BOX 36X5X30,,I,*MAIN,Main Warehouse,Each,,0,0,0,20,0,0,20,0,20,3.0562,61.12,N,,,0,0,,0,(No Supplier Assigned),0,3/18/2024,214973,,,Y,0,N,0,0,112124,1,10067,
BOX-241212-EA,CORRUGATED BOXES 24X12X12,,I,*MAIN,Main Warehouse,Each,,3.1253,1.0418,4.167,80,0,0,80,0,80,1.478,118.24,N,,,0,0,,0,(No Supplier Assigned),0,9/22/2025,215782,9/24/2024,3/23/2026,Y,0.1389,N,0,0,112125,1,10067,
BOX-36520-EA,CORRUGATED BOX 36X5X20,,I,*MAIN,Main Warehouse,Each,,0,0,0,0,0,0,0,0,0,3.0562,0,N,,,0,0,,0,(No Supplier Assigned),0,,,,,Y,0,N,0,0,112126,1,10067,
HD-RCP267360BK,SLIM BLACK DOUBLE FLIP TRASH,CAN LID,I,*MAIN,Main Warehouse,Each,,0,0,0,0,0,0,0,0,0,38.88,0,N,,,0,0,,0,(No Supplier Assigned),0,3/13/2024,214981,3/13/2024,3/13/2024,Y,0,N,0,0,112133,1,10432,
ID-300343-CS,12X12 PAPER INSULATED WRAP,2000/CS WHITE,I,*MAIN,Main Warehouse,CS,,0,0,4.668,6,0,0,6,3,3,102.68,616.08,Y,12/1/2025,215896-1,10,102.68,,DADEP100,DADE PAPER,10,4/14/2026,216057-1,5/6/2024,4/15/2026,Y,0.15,N,0,0,112134,1,10306,
LD-506-CS,10X13 2MIL LAYFLAT POLYBAG,1000/CS,I,*MAIN,Main Warehouse,CS,,0,0,0,0,0,0,0,0,0,46.69,0,N,,,0,0,,0,(No Supplier Assigned),0,,,,,Y,0,N,0,0,112135,1,10136,
BOX-101010-EA,CORRUGATED BOX 10X10X10,,I,*MAIN,Main Warehouse,Each,,10.6245,3.5415,14.166,670,0,0,670,25,645,0.6167,413.19,N,,,0,0,,0,(No Supplier Assigned),0,7/1/2025,215668,9/24/2024,3/23/2026,Y,0.4444,N,0,0,112137,1,10067,
BOX-121212-EA,CORRUGATED BOX 12x12x12,,I,*MAIN,Main Warehouse,Each,,32.499,10.833,43.332,20,0,0,20,10,10,0.868,17.36,N,,,0,0,,0,(No Supplier Assigned),0,2/18/2026,215987,8/12/2024,3/23/2026,Y,1.5556,N,0,0,112138,1,10067,
BOX-BGH123K,HEAVY DUTY #4 BROWN BAG,400/CS,I,*MAIN,Main Warehouse,BD,,0,0,0,0,0,0,0,0,0,19.44,0,N,,,0,0,,0,(No Supplier Assigned),0,,,,,Y,0,N,0,0,112139,1,10067,
HD-306909925-CS,SANY+ FOAMING SOAP 4/1,GLH-601 306909925,I,*MAIN,Main Warehouse,Each,,0.1169,0,0,2,0,0,2,0,2,40,80,N,,,0,0,,0,(No Supplier Assigned),0,2/5/2025,215442,4/4/2024,10/8/2025,Y,0,N,0,0,112145,1,10432,
BOX-1196-EA,CORRUGATED BOX 11X9X6,,I,*MAIN,Main Warehouse,Each,,3.1253,3.1253,12.501,200,0,0,200,0,200,0.6096,121.92,N,,,0,0,,0,(No Supplier Assigned),0,8/13/2024,215217,4/8/2024,5/16/2024,Y,0,N,0,0,112146,1,10067,
DS-PL12181-CS,"1/2"" SEALS-POLYSTRAP",,I,*MAIN,Main Warehouse,CS,,0,0,0,14,0,0,14,0,14,33.85,473.9,N,,,0,0,,0,(No Supplier Assigned),0,5/30/2024,215026,,,Y,0,N,0,0,112148,1,10089,
